# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "gene,sRNA" "-g" "locus_tag" "-a" "startpeaks_cds.gff" "-o" "../rna_align/startpeaks_ctable.txt" "../rna_align/01_no_PNA.bam" "../rna_align/02_PNA15_5000pM.bam" "../rna_align/03_PNA15_500pM.bam" "../rna_align/04_PNA15_100pM.bam" "../rna_align/05_PNA15_10pM.bam" "../rna_align/06_PNA14_5000pM.bam" "../rna_align/07_no_PNA.bam" "../rna_align/08_PNA15_5000pM.bam" "../rna_align/09_PNA15_500pM.bam" "../rna_align/10_PNA15_100pM.bam" "../rna_align/11_PNA15_10pM.bam" "../rna_align/12_PNA14_5000pM.bam" "../rna_align/13_no_PNA.bam" "../rna_align/14_PNA15_5000pM.bam" "../rna_align/15_PNA15_500pM.bam" "../rna_align/16_PNA15_100pM.bam" "../rna_align/17_PNA15_10pM.bam" "../rna_align/18_PNA14_5000pM.bam" "../rna_align/73_RNA_input_control.bam" "../rna_align/79_no_PNA.bam" "../rna_align/85_no_PNA.bam" 
Geneid	Chr	Start	End	Strand	Length	../rna_align/01_no_PNA.bam	../rna_align/02_PNA15_5000pM.bam	../rna_align/03_PNA15_500pM.bam	../rna_align/04_PNA15_100pM.bam	../rna_align/05_PNA15_10pM.bam	../rna_align/06_PNA14_5000pM.bam	../rna_align/07_no_PNA.bam	../rna_align/08_PNA15_5000pM.bam	../rna_align/09_PNA15_500pM.bam	../rna_align/10_PNA15_100pM.bam	../rna_align/11_PNA15_10pM.bam	../rna_align/12_PNA14_5000pM.bam	../rna_align/13_no_PNA.bam	../rna_align/14_PNA15_5000pM.bam	../rna_align/15_PNA15_500pM.bam	../rna_align/16_PNA15_100pM.bam	../rna_align/17_PNA15_10pM.bam	../rna_align/18_PNA14_5000pM.bam	../rna_align/73_RNA_input_control.bam	../rna_align/79_no_PNA.bam	../rna_align/85_no_PNA.bam
b0168	b0168_map_189506_-1	37	80	-	44	79	110	97	138	102	130	117	58	118	100	73	97	76	107	116	102	112	90	1404	79	58
b0169	b0169_rpsB_189874_1	37	80	+	44	2823	4802	2878	5358	3802	4008	4249	1794	4603	2311	2472	3139	2757	3300	4783	3327	4084	2639	3870	2886	2004
b0170	b0170_tsf_190857_1	37	80	+	44	262	401	338	419	404	428	501	322	458	370	312	395	349	427	451	421	404	382	424	418	328
b0171	b0171_pyrH_191855_1	37	80	+	44	133	224	164	189	182	198	215	90	219	125	119	170	158	169	207	150	160	127	2055	189	122
b0172	b0172_frr_192872_1	37	80	+	44	1539	2855	1626	2988	2017	2577	2607	1082	2297	1165	1526	2198	1641	2194	2759	1798	2387	1822	9439	2284	1962
b0173	b0173_dxr_193521_1	37	80	+	44	110	151	100	150	145	155	139	100	168	95	91	154	124	131	142	139	128	108	452	127	95
b0174	b0174_ispU_194903_1	37	80	+	44	94	162	94	130	110	117	148	67	129	110	78	95	79	109	103	93	95	79	441	76	64
b0175	b0175_cdsA_195677_1	37	80	+	44	165	190	181	133	147	132	178	120	143	71	98	154	128	182	198	169	183	176	306	157	117
b0176	b0176_rseP_196546_1	37	80	+	44	334	410	361	360	417	379	411	233	361	166	230	287	274	371	384	407	351	326	336	199	192
b0177	b0177_bamA_197928_1	37	80	+	44	384	806	484	854	629	754	907	426	738	334	572	871	676	882	1063	756	973	721	2767	780	611
b0178	b0178_skp_200482_1	37	80	+	44	4287	5484	5207	4956	5410	4501	5676	3757	5371	3448	4010	5527	5157	5995	6242	6449	6006	5639	704	4047	3722
b0179	b0179_lpxD_200971_1	37	80	+	44	9	17	11	12	10	9	17	8	18	3	7	7	10	15	17	13	17	18	1328	9	5
b0180	b0180_fabZ_202101_1	37	80	+	44	476	923	562	903	594	700	836	295	803	369	453	555	531	654	871	527	802	546	3274	480	452
b0181	b0181_lpxA_202560_1	37	80	+	44	529	757	748	668	652	706	635	418	597	335	413	624	666	868	929	833	886	743	10466	612	623
b0182	b0182_lpxB_203348_1	37	80	+	44	3	4	2	1	2	4	1	1	5	1	0	2	1	4	2	4	6	4	1122	2	0
b0183	b0183_rnhB_204493_1	37	80	+	44	254	322	349	302	387	361	267	235	262	238	217	404	318	350	328	312	290	314	80	236	216
b0184	b0184_dnaE_205126_1	37	80	+	44	61	116	78	85	87	99	79	40	61	68	52	82	57	96	106	81	87	59	477	75	69
b0185	b0185_accA_208621_1	37	80	+	44	214	459	216	469	310	341	434	125	378	184	252	248	192	300	439	189	368	239	2711	354	252
b0186	b0186_ldcC_209679_1	37	80	+	44	101	153	96	132	113	121	133	49	101	61	72	122	122	117	166	97	154	100	111	93	82
b0187	b0187_yaeR_211877_1	37	80	+	44	14869	15316	15848	11433	15766	12460	10317	7680	10961	9598	7808	11614	10941	9657	9800	11867	10345	10122	8495	6941	8044
b0188	b0188_tilS_212331_1	37	80	+	44	25	40	36	38	33	28	42	17	43	17	36	31	30	49	50	50	48	37	354	45	11
b0189	b0189_rof_213932_-1	37	80	-	44	225	298	322	251	308	322	373	261	345	207	213	382	337	376	350	374	349	358	587	282	245
b4406	b4406_yaeP_214125_-1	37	80	-	44	3249	3570	3991	3065	3603	2933	3482	2653	3150	2251	2430	3451	3466	3693	3476	4171	3440	3684	42	2595	2097
b0190	b0190_yaeQ_214291_1	37	80	+	44	75	176	114	198	143	165	155	79	142	65	107	156	134	174	209	175	190	147	2944	120	115
b0191	b0191_arfB_214833_1	37	80	+	44	20	29	12	34	17	19	29	19	15	14	19	16	29	28	40	24	13	18	1186	15	7
b0192	b0192_nlpE_215269_1	37	80	+	44	1374	1567	1540	1359	1409	1392	1542	948	1370	732	1060	1631	1609	1732	1845	1923	1650	1676	413	1321	1386
b0193	b0193_yaeF_217003_-1	37	80	-	44	356	688	518	639	558	681	533	330	615	311	355	555	491	476	601	519	572	544	1723	362	311
b0194	b0194_proS_218775_-1	37	80	-	44	148	188	155	258	185	182	208	86	215	142	111	174	184	170	256	173	187	172	713	156	148
b0195	b0195_tsaA_219594_-1	37	80	-	44	10	2	1	5	4	2	9	1	2	0	1	6	2	3	5	1	6	1	644	4	0
b0196	b0196_rcsF_219995_-1	37	80	-	44	112	171	155	172	126	179	183	95	166	94	111	165	131	166	193	146	179	134	1279	109	130
b0197	b0197_metQ_220928_-1	37	80	-	44	7137	11604	8188	10459	9231	10828	9887	4912	10857	6045	6614	9042	8133	9081	11545	8723	11104	8430	1305	6852	7254
b0198	b0198_metI_221621_-1	37	80	-	44	2511	3075	2947	2723	2622	2375	2411	1755	2635	1357	1725	2399	3182	3323	3422	3489	3239	2632	1961	1782	1598
b0199	b0199_metN_222645_-1	37	80	-	44	64	142	61	170	116	123	143	39	134	63	67	101	52	83	158	79	126	73	2454	96	50
b0200	b0200_gmhB_222833_1	37	80	+	44	4037	6644	5068	6033	5642	5925	5409	3165	6490	3999	3816	4972	4189	4255	5267	4342	5002	4236	7189	4070	3802
b0207	b0207_dkgB_229167_1	37	80	+	44	0	0	1	2	2	0	1	2	1	2	1	3	4	2	3	1	2	1	0	3	0
b0208	b0208_yafC_230881_-1	37	80	-	44	2783	3163	3786	2838	3669	3112	2308	1857	2835	2949	2005	3382	2566	2385	2472	2768	2412	2504	1454	1738	1662
b0209	b0209_yafD_231122_1	37	80	+	44	1176	2431	1596	2100	1650	1910	1971	1092	2270	1382	1287	1528	1315	1442	1793	1272	1722	1239	664	1433	989
b0210	b0210_yafE_231926_1	37	80	+	44	1	0	1	1	1	2	1	1	0	0	1	1	3	3	2	3	3	3	702	0	0
b0211	b0211_mltD_233955_-1	37	80	-	44	28	50	31	55	31	49	42	15	28	21	24	50	27	43	53	40	49	33	337	35	34
b0212	b0212_gloB_234782_-1	37	80	-	44	258	461	268	513	307	440	471	179	449	200	211	299	262	369	538	319	410	292	378	419	267
b0213	b0213_yafS_234816_1	37	80	+	44	222	240	231	257	229	211	253	132	177	137	176	224	196	251	286	250	276	246	592	211	214
b0214	b0214_rnhA_236002_-1	37	80	-	44	619	1170	875	1204	1010	1202	1082	641	1144	547	707	1006	981	1061	1383	1062	1229	992	479	852	757
b0215	b0215_dnaQ_236067_1	37	80	+	44	432	812	478	813	655	677	852	342	666	396	450	605	480	571	716	519	771	516	2212	647	542
b0217	b0217_yafT_237335_1	37	80	+	44	22	20	26	21	25	20	26	19	26	16	23	22	42	33	28	35	20	26	439	20	14
b4586	b4586_ykfM_238736_-1	37	80	-	44	3359	5310	3860	4676	4454	4994	4317	2616	4473	3166	2915	4203	3829	4007	4330	3911	4356	3319	7582	2711	3067
b0218	b0218_yafU_239102_-1	37	80	-	44	263	277	304	193	273	208	247	210	246	113	214	299	286	309	278	337	289	338	367	128	108
b4503	b4503_yafF_239106_1	37	80	+	44	1	2	3	1	1	2	3	1	0	3	0	0	1	4	2	2	4	3	435	2	0
b0219	b0219_yafV_240189_-1	37	80	-	44	151	189	180	148	201	189	177	143	207	105	124	185	168	190	240	229	225	188	2886	158	135
b0220	b0220_ivy_240343_1	37	80	+	44	5326	6015	6313	5058	5904	5114	5070	3761	5525	4181	3787	5706	5624	6130	6014	6466	5438	5147	908	3986	3511
b0221	b0221_fadE_243303_-1	37	80	-	44	2315	3309	2559	3169	2842	2560	3179	1765	3118	1994	2040	2592	2253	2806	3237	2903	3123	2106	8230	2641	2030
b0222	b0222_gmhA_243543_1	37	80	+	44	458	764	540	723	568	674	725	450	791	550	465	661	553	633	661	607	651	473	674	607	536
b0223	b0223_yafJ_244327_1	37	80	+	44	158	233	177	213	184	214	190	132	157	107	141	204	221	251	269	224	272	228	1221	179	168
b0224	b0224_yafK_245805_-1	37	80	-	44	380	974	488	1171	619	974	806	337	831	422	474	662	460	523	794	444	747	472	1402	710	718
b0225	b0225_yafQ_246239_-1	37	80	-	44	3844	7208	4873	7218	5457	6608	5679	3296	5678	4535	4165	7221	5357	6221	7469	5576	6246	6458	5786	3650	3752
b0226	b0226_dinJ_246502_-1	37	80	-	44	1139	1481	1366	1360	1442	1237	1242	778	1142	1002	965	1489	1328	1552	1652	1522	1728	1413	6254	1164	825
b0227	b0227_yafL_246712_1	37	80	+	44	24	18	18	18	30	20	24	15	20	15	21	28	20	25	27	31	18	19	1516	17	13
b0228	b0228_rayT_247637_1	37	80	+	44	655	829	578	594	589	506	692	322	571	341	375	486	500	595	747	631	759	570	1627	316	374
b0229	b0229_lfhA_250070_-1	37	80	-	44	1	1	2	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	2286	0	0
b0230	b0230_lafU_250072_1	37	80	+	44	1	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	122	1	0
b0231	b0231_dinB_250898_1	37	80	+	44	2459	3828	2600	3866	3051	3831	3668	1721	3706	1896	2230	3153	2906	3361	4457	3170	4119	2748	1036	3225	2846
b0232	b0232_yafN_252005_1	37	80	+	44	270	545	291	524	346	438	449	167	403	142	278	327	294	429	553	288	497	310	721	310	264
b0233	b0233_yafO_252301_1	37	80	+	44	623	1082	710	1055	850	1002	1023	468	856	422	649	982	721	930	1091	827	971	769	856	755	728
b0234	b0234_yafP_252709_1	37	80	+	44	33	42	30	46	35	36	61	24	53	32	35	37	46	63	65	64	79	33	824	33	25
b0235	b0235_ykfJ_253479_1	37	80	+	44	236	355	300	367	290	380	384	180	268	128	232	382	326	422	388	361	350	340	5329	303	311
b0236	b0236_prfH_253702_1	37	80	+	44	2	5	6	4	3	2	3	1	3	1	1	0	1	5	4	0	6	5	1033	0	0
b0237	b0237_pepD_255716_-1	37	80	-	44	225	386	348	328	422	297	445	279	288	197	277	361	305	407	367	415	448	373	484	277	268
b0238	b0238_gpt_255977_1	37	80	+	44	253	326	345	315	306	322	330	224	331	217	210	313	279	332	337	361	328	289	1130	301	261
b0239	b0239_frsA_256527_1	37	80	+	44	19	13	23	19	17	23	16	13	24	7	17	17	14	21	30	19	24	14	407	17	14
b0240	b0240_crl_257829_1;b0240_crl_258676_1	37;37	80;80	+;+	88	4656	5497	6619	4658	6150	5155	4618	4111	5070	4251	3676	5040	4887	4781	4606	5631	4528	5014	3833	3584	3132
b0241	b0241_phoE_260100_-1	37	80	-	44	598	992	624	913	737	833	727	313	688	474	457	611	498	607	716	544	676	495	246	484	474
b0242	b0242_proB_260388_1	37	80	+	44	1069	1457	1346	1285	1512	1340	1074	830	1224	989	871	1153	1038	939	1065	1084	1043	1022	819	903	844
b0243	b0243_proA_261503_1	37	80	+	44	4001	5217	5508	4659	5247	4952	4197	2887	4471	3387	3074	4554	4865	4412	4964	5075	4505	4839	1529	3309	3056
b4626	b4626_ykfN_263212_-1	37	80	-	44	731	1481	740	1465	1079	1367	1274	530	1374	715	762	1013	743	1100	1438	890	1271	812	220	1014	727
b0245	b0245_ykfI_263669_-1	37	80	-	44	1253	1830	1717	1759	1662	1832	1625	1034	1884	1721	1179	1654	1399	1334	1506	1375	1536	1147	613	942	877
b0246	b0246_yafW_264007_-1	37	80	-	44	1027	1516	1574	1386	1410	1473	1383	925	1380	940	924	1212	1742	1512	1581	1633	1650	1591	1121	965	908
b4504	b4504_ykfH_264247_-1	37	80	-	44	442	607	459	547	494	570	558	334	529	282	352	439	463	525	597	485	564	462	598	444	323
b0247	b0247_ykfG_264732_-1	37	80	-	44	802	750	824	616	697	643	719	461	611	380	485	683	1016	855	933	1033	956	858	365	503	423
b0248	b0248_yafX_265206_-1	37	80	-	44	113	94	138	92	134	97	91	59	103	80	94	106	100	128	132	126	118	119	526	72	50
b0249	b0249_ykfF_265543_-1	37	80	-	44	55	117	65	102	76	98	79	34	64	26	49	96	75	123	189	115	150	119	177	82	83
b0250	b0250_ykfB_266087_-1	37	80	-	44	2032	2804	2331	2616	2267	2367	2787	1471	2685	1318	1752	2474	2365	2649	3393	2812	3140	2537	2053	2181	1666
b0251	b0251_yafY_266553_-1	37	80	-	44	23	28	11	36	18	27	37	10	19	13	13	19	19	28	30	18	31	17	1013	29	20
b4627	b4627_ykfL_266774_-1	37	80	-	44	12	11	14	16	8	9	16	5	12	4	7	14	1	8	7	9	3	12	653	4	9
b4628	b4628_ykfK_266967_-1	37	80	-	44	578	797	751	726	753	813	686	481	749	458	496	717	962	927	1064	872	973	1045	1022	661	566
b0252	b0252_yafZ_268005_-1	37	80	-	44	143	196	137	167	152	169	158	82	169	104	125	132	159	150	166	147	160	175	1083	94	103
b0253	b0253_ykfA_268960_-1	37	80	-	44	13545	14477	16606	12770	15052	12661	9482	7534	11609	10895	8629	12305	13107	11353	12480	13748	11063	13901	710	6901	6887
b0254	b0254_perR_270182_-1	37	80	-	44	191	286	187	263	205	301	261	111	256	123	135	178	163	247	322	204	279	212	678	244	205
b4587	b4587_insN_270278_1;b4587_insN_271764_1	37;37	80;80	+;+	88	184	347	230	330	221	308	313	141	324	264	193	267	183	224	334	215	310	187	733	272	206
b0256	b0256_insI1_270603_1	37	80	+	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
b0258	b0258_ykfC_272847_1	37	80	+	44	390	794	456	946	511	833	740	280	669	372	423	559	465	691	1056	459	861	418	2308	760	589
b0259	b0259_insH1_275117_-1	37	80	-	44	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	28	0	0
b0260	b0260_mmuP_275325_1	37	80	+	44	207	315	164	327	189	236	360	92	235	67	115	168	156	205	351	174	331	171	1903	219	190
b0261	b0261_mmuM_276715_1	37	80	+	44	2540	3607	3331	3525	3072	3561	3442	2146	3387	1557	2174	3171	3668	3728	4609	4246	4418	3689	1501	2814	2469
b0262	b0262_afuC_278802_-1	37	80	-	44	335	439	329	423	326	425	419	228	424	230	262	322	324	380	467	346	395	298	988	380	272
b0263	b0263_afuB_279161_-1	37	80	-	44	1	6	7	6	6	8	2	4	8	4	11	8	6	6	7	9	10	8	528	12	5
b0264	b0264_insB1_279681_-1	37	80	-	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0265	b0265_insA_279875_-1	37	80	-	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b4708	b4708_insI1_279931_1	37	80	+	44	10	22	5	10	14	10	12	7	10	11	6	15	5	17	21	10	24	18	2237	11	8
b4505	b4505_insX_280362_-1	37	80	-	44	885	1238	1029	1174	1101	1126	1101	661	1009	730	756	1234	1101	1312	1365	1267	1310	1071	1136	1098	805
b0266	b0266_yagB_280735_-1	37	80	-	44	483	817	517	908	648	853	762	324	796	458	464	706	561	688	1013	571	853	557	2239	642	524
b0267	b0267_yagA_281983_-1	37	80	-	44	940	1076	1254	838	991	938	986	855	1089	612	677	766	1550	1156	1156	1161	1294	1047	3079	821	539
b0268	b0268_yagE_282278_1	37	80	+	44	1182	1734	1254	1614	1296	1612	1608	830	1423	704	957	1357	1447	1616	1962	1539	2009	1321	1360	1550	1274
b0269	b0269_yagF_283201_1	37	80	+	44	41	65	60	81	51	80	74	36	70	49	44	76	42	48	81	68	69	58	221	64	67
b0270	b0270_yagG_285395_1	37	80	+	44	509	889	616	884	724	806	857	330	820	521	512	698	617	780	994	707	900	652	747	692	517
b0271	b0271_yagH_286789_1	37	80	+	44	897	1507	1275	1451	1280	1327	1144	717	1071	779	742	1297	1294	1480	1678	1382	1490	1429	468	966	944
b0272	b0272_yagI_289162_-1	37	80	-	44	33	47	43	38	46	34	44	23	45	33	37	40	32	51	60	50	47	33	596	37	27
b0273	b0273_argF_290305_-1	37	80	-	44	176	307	182	344	242	288	325	139	289	135	215	229	221	320	398	230	356	237	2762	301	242
b4688	b4688_ykgS_290429_1	37	80	+	44	203	253	262	243	238	251	285	200	341	210	171	277	298	333	359	310	285	264	2889	240	171
b0274	b0274_insB1_291152_-1	37	80	-	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0275	b0275_insA_291346_-1	37	80	-	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0276	b0276_yagJ_291404_1	37	80	+	44	10	7	5	7	10	2	9	6	10	2	4	2	2	3	3	5	11	5	2665	3	1
b0277	b0277_yagK_292948_-1	37	80	-	44	336	376	324	320	312	342	360	163	302	149	224	261	262	255	379	347	346	287	7391	209	189
b0278	b0278_yagL_293918_-1	37	80	-	44	1574	2987	2705	3195	3335	3138	2690	2110	2908	2111	2227	4105	3648	3420	3611	3537	3171	3760	2436	2181	1608
b0279	b0279_yagM_294799_-1	37	80	-	44	3560	5756	4382	5624	5021	5394	4840	2698	5780	3938	3710	4379	5123	5234	6477	4819	5499	4339	3893	3463	2752
b0280	b0280_yagN_295579_-1	37	80	-	44	1163	1393	1280	1336	1188	1270	1449	800	1320	727	894	1163	1418	1368	1701	1425	1676	1236	761	1128	876
b0281	b0281_intF_297096_-1	37	80	-	44	12	27	27	26	22	28	34	13	26	19	17	30	23	28	40	32	40	27	2112	11	16
b4694	b4694_yagP_297719_-1	37	80	-	44	1	0	0	0	3	0	1	2	1	2	1	0	1	0	3	3	1	1	2812	0	0
b4695	b4695_ykgT_297791_-1	37	80	-	44	7	20	11	9	6	10	14	5	3	4	9	8	12	7	12	14	11	8	659	6	5
b0283	b0283_paoD_298726_-1	37	80	-	44	2288	3582	2521	3379	2653	2991	2842	1537	3226	1790	1996	3264	2833	3514	4116	3020	3669	2886	1043	2111	1979
b0284	b0284_paoC_300934_-1	37	80	-	44	513	628	620	516	532	522	522	371	475	307	394	499	627	646	702	660	669	753	494	443	408
b0285	b0285_paoB_301887_-1	37	80	-	44	379	462	444	427	423	460	434	326	389	202	251	393	548	564	554	533	533	517	298	396	345
b0286	b0286_paoA_302573_-1	37	80	-	44	44	93	54	84	69	88	83	32	54	29	46	53	53	73	79	97	101	59	144	69	73
b0287	b0287_yagU_302991_1	37	80	+	44	1669	2882	2032	2637	2122	2790	2651	1373	2385	1521	1721	2512	2063	2422	2896	2061	2854	2502	1200	2003	2178
b0288	b0288_ykgJ_304182_-1	37	80	-	44	353	420	311	379	387	407	437	293	374	207	277	449	407	464	427	438	346	362	752	311	275
b0289	b0289_ecpE_305205_-1	37	80	-	44	1009	1139	1609	1163	1431	1236	1117	1196	1216	841	859	1284	1571	1691	1476	1704	1380	1704	2484	1008	793
b0290	b0290_ecpD_306817_-1	37	80	-	44	1288	1340	1517	1181	1525	1256	1197	874	1245	1050	961	1383	1323	1285	1392	1504	1338	1450	32	888	787
b0291	b0291_ecpC_309332_-1	37	80	-	44	324	386	459	349	433	404	380	306	383	222	289	428	508	435	490	468	396	450	2063	381	226
b0292	b0292_ecpB_310026_-1	37	80	-	44	51	76	55	84	72	56	69	27	73	51	36	67	63	58	85	54	70	52	389	56	25
b0293	b0293_ecpA_310671_-1	37	80	-	44	3731	4380	5066	3899	4395	4303	3632	3000	4640	3693	2897	3654	4351	3185	3816	4283	3532	4288	838	2563	2285
b0294	b0294_ecpR_311336_-1	37	80	-	44	1022	1665	1366	1462	1387	1182	1305	746	1154	727	965	1267	1125	1419	1743	1523	1614	1379	4927	860	855
b0295	b0295_ykgL_312112_1	37	80	+	44	695	667	784	580	658	576	685	506	538	463	489	839	771	769	701	814	660	838	2096	581	551
b4506	b4506_ykgO_312514_-1	37	80	-	44	841	1232	1034	1023	990	1011	1074	607	973	512	717	995	1290	1307	1577	1288	1506	1228	983	991	762
b0296	b0296_ykgM_312777_-1	37	80	-	44	543	710	479	753	656	692	716	319	691	547	461	619	457	572	746	502	606	434	819	500	348
b4671	b4671_ykgR_313242_-1	37	80	-	44	697	1386	878	1393	978	1366	1422	582	1353	457	780	963	1076	1213	1722	1067	1389	1027	1675	1249	992
b4630	b4630_ykgP_313805_-1	37	80	-	44	26	25	28	17	18	18	30	26	27	21	16	18	11	19	23	22	14	15	2172	13	10
b0297	b0297_eaeH_314357_1	37	80	+	44	348	461	315	444	356	461	439	165	539	303	274	284	197	295	419	310	345	237	857	321	270
b0298	b0298_insE1_315291_1	37	80	+	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
b0299	b0299_insF1_315587_1	37	80	+	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
b0300	b0300_ykgA_317169_-1	37	80	-	44	2624	3122	3396	2823	3116	2857	2165	1720	2193	1882	1960	3105	3138	2875	2971	3177	2898	3054	661	2228	2111
b4631	b4631_ykgQ_317439_1	37	80	+	44	4	26	11	10	8	13	10	4	12	5	7	12	8	6	21	17	15	11	2218	6	7
b0301	b0301_rclC_318319_-1	37	80	-	44	1505	2686	1520	2836	1712	2121	2389	752	2099	996	1336	1538	1437	1858	2800	1645	2430	1601	8539	1457	1312
b0303	b0303_rclB_318567_-1	37	80	-	44	50	92	37	71	58	59	92	25	51	24	29	39	24	59	101	43	71	41	2830	54	51
b0304	b0304_rclA_320001_-1	37	80	-	44	2259	2747	3262	2577	3065	2849	2291	1942	3012	2464	1954	2898	2957	2735	2800	3206	2507	2784	704	1778	1555
b0305	b0305_rclR_320227_1	37	80	+	44	446	699	465	728	551	637	653	299	678	570	376	527	452	478	640	442	589	410	748	453	369
b0306	b0306_ykgE_321608_1	37	80	+	44	10463	11065	12993	9732	12752	10828	9332	7544	9893	7522	7591	12562	12221	12023	10900	13160	9820	11977	5988	6403	6097
b0307	b0307_ykgF_322338_1	37	80	+	44	262	291	270	269	290	285	262	161	264	116	147	243	261	338	354	364	283	301	3039	219	193
b0308	b0308_ykgG_323758_1	37	80	+	44	3097	3818	4362	3180	3838	3350	2856	2341	3717	1982	2303	3332	4198	3734	4238	4585	3651	3928	380	2357	1959
b0310	b0310_ykgH_325364_-1	37	80	-	44	274	463	365	487	378	427	491	282	457	338	307	479	332	464	530	366	508	371	1554	372	333
b0311	b0311_betA_327247_-1	37	80	-	44	1881	2750	2199	2753	2301	2754	2416	1187	2457	1546	1498	2330	2213	2520	3202	2328	2729	2193	482	1960	1717
b0312	b0312_betB_328733_-1	37	80	-	44	523	878	615	804	680	707	794	415	712	401	503	660	656	816	901	650	900	587	902	686	600
b0313	b0313_betI_329334_-1	37	80	-	44	134	156	193	134	184	143	170	110	135	150	128	193	156	174	172	170	159	196	746	118	139
b0314	b0314_betT_329463_1	37	80	+	44	849	1507	1098	1429	1219	1301	1698	865	1496	914	1138	1391	1348	2063	2199	1615	2045	1494	10413	1397	1042
b0315	b0315_yahA_332371_1	37	80	+	44	1340	1439	1404	1304	1546	1511	1419	1095	1618	1311	1113	1586	1288	1516	1425	1520	1282	1197	1714	1049	1046
b0316	b0316_yahB_334433_-1	37	80	-	44	57	88	77	88	72	86	105	50	119	61	70	85	83	108	127	87	127	110	8386	119	76
b0317	b0317_yahC_335022_-1	37	80	-	44	173	187	244	187	181	196	157	129	191	140	152	217	236	207	229	210	230	256	388	169	151
b0318	b0318_yahD_335280_1	37	80	+	44	1515	2105	1725	1719	1822	1883	1697	1108	1884	1140	1283	1978	1657	1880	2028	1913	1875	1702	531	1691	1527
b0319	b0319_yahE_335925_1	37	80	+	44	30	25	28	16	18	12	23	12	24	20	18	25	14	16	8	26	16	23	1148	11	19
b0320	b0320_yahF_336778_1	37	80	+	44	2146	3402	2576	3392	2748	3223	2765	1528	3107	1673	1992	2761	2645	2931	3491	2642	3272	2580	1519	2123	1935
b0321	b0321_yahG_338325_1	37	80	+	44	1159	1544	1153	1372	1115	1255	1360	697	1130	691	932	1133	1606	1762	1893	1377	1914	1637	930	1390	1258
b0323	b0323_yahI_340165_1	37	80	+	44	1647	2036	2597	1825	2230	2039	1850	1576	2158	1791	1426	2377	2114	2053	1904	2163	1856	2066	1463	1548	1295
b0324	b0324_yahJ_341125_1	37	80	+	44	1235	1677	1425	1428	1362	1665	1317	946	1475	961	948	1184	1562	1188	1459	1273	1481	1348	554	1102	996
b0325	b0325_yahK_342884_1	37	80	+	44	6404	12567	7936	11638	9456	11644	8589	4813	8955	4118	5595	8787	6860	9495	11716	10263	10371	9562	4949	7167	7102
b0326	b0326_yahL_344176_1	37	80	+	44	3081	5934	3117	5912	3805	5638	4710	1681	4742	2600	2967	3697	2748	3336	5553	3002	5173	3004	3579	3448	3508
b0327	b0327_yahM_345404_1	37	80	+	44	29	44	39	35	56	54	36	31	32	41	33	60	46	62	34	41	38	51	2521	47	43
b0328	b0328_yahN_346337_-1	37	80	-	44	2706	3946	2809	3786	3416	3903	3532	1953	3937	2439	2376	3156	2892	3141	3689	3042	3497	2788	4154	2325	2143
b0329	b0329_yahO_346484_1	37	80	+	44	3017	3717	3898	3231	3808	3622	3041	2454	3446	2822	2263	3713	3303	3159	3184	3761	3287	3042	3549	2304	2245
b0330	b0330_prpR_348443_-1	37	80	-	44	31	49	28	33	37	28	35	18	19	17	26	21	28	47	53	36	40	31	1644	25	21
b0331	b0331_prpB_348682_1	37	80	+	44	3225	4025	3257	3678	3476	3385	3514	1726	3625	2316	2289	2986	3030	3187	3642	2984	3543	2659	2710	1998	1659
b0333	b0333_prpC_350012_1	37	80	+	44	2797	3766	3511	3298	3476	3459	3375	2064	2994	1612	2246	3596	3534	3718	3797	3731	3790	3314	927	2806	2694
b0334	b0334_prpD_351215_1	37	80	+	44	303	426	363	493	454	477	434	260	489	375	291	397	367	421	449	405	463	332	364	313	243
b0335	b0335_prpE_352706_1	37	80	+	44	552	1154	564	1226	670	1029	1015	374	849	344	524	713	620	899	1328	733	1148	724	135	817	773
b0336	b0336_codB_354922_1	37	80	+	44	6470	8622	7819	7802	7575	8132	7625	5040	7995	4510	5458	7918	8010	8288	9855	9106	9540	8356	142	6581	5772
b0337	b0337_codA_356171_1	37	80	+	44	4037	6099	5692	5088	5661	4931	4224	3374	5284	3182	2973	4484	4900	5438	5602	6293	5271	4433	649	4026	3174
b0338	b0338_cynR_358690_-1	37	80	-	44	264	391	267	395	306	394	400	219	409	270	215	381	300	359	402	330	390	295	917	342	263
