name,TIS_type,min_DG,gene
seq_b0499,annotated,-0.655360000000002,seq_b0499
seq_b0501,annotated,-0.784380000000001,seq_b0501
seq_b0501_118,alternative,0,b0501
seq_b0501_126,alternative,0,b0501
seq_b0502,annotated,-0.359835,seq_b0502
seq_b0503,annotated,-3.60793,seq_b0503
seq_b0504,annotated,-4.730455,seq_b0504
seq_b0504_92,alternative,0,b0504
seq_b0505,annotated,-2.68108,seq_b0505
seq_b0506,annotated,-3.60793,seq_b0506
seq_b0507,annotated,-4.707225,seq_b0507
seq_b0508,annotated,-3.60793,seq_b0508
seq_b0509,annotated,-3.60793,seq_b0509
seq_b0511,annotated,-7.04262,seq_b0511
seq_b0512,annotated,-4.59019,seq_b0512
seq_b0513,annotated,-0.784380000000001,seq_b0513
seq_b0514,annotated,-2.68108,seq_b0514
seq_b0514_11,alternative,0,b0514
seq_b0514_23,alternative,-2.68108,b0514
seq_b0515,annotated,-4.59019,seq_b0515
seq_b0515_23,alternative,-4.59019,b0515
seq_b0516,annotated,-2.68108,seq_b0516
seq_b0517,annotated,-3.60823,seq_b0517
seq_b0518,annotated,-4.59019,seq_b0518
seq_b0518_11,alternative,-1.9320600000000001,b0518
seq_b0520,annotated,-6.43178,seq_b0520
seq_b0521,annotated,-3.60823,seq_b0521
seq_b0521_29,alternative,0,b0521
seq_b0522,annotated,-3.60793,seq_b0522
seq_b0523,annotated,-4.59019,seq_b0523
seq_b0524,annotated,-0.359835,seq_b0524
seq_b0524_150,alternative,-0.806410000000001,b0524
seq_b0525,annotated,-2.68108,seq_b0525
seq_b0526,annotated,-3.095715,seq_b0526
seq_b0527,annotated,0,seq_b0527
seq_b0528,annotated,-2.68108,seq_b0528
seq_b0529,annotated,-3.095715,seq_b0529
seq_b0529_29,alternative,-0.806410000000001,b0529
seq_b0530,annotated,-4.707225,seq_b0530
seq_b0531,annotated,-0.784380000000001,seq_b0531
seq_b0531_150,alternative,0,b0531
seq_b0532,annotated,-0.359835,seq_b0532
seq_b0533,annotated,0,seq_b0533
seq_b0533_79,alternative,-0.272315000000003,b0533
seq_b0533_90,alternative,-1.126985,b0533
seq_b0533_92,alternative,-1.126985,b0533
seq_b0534,annotated,-3.60793,seq_b0534
seq_b0535,annotated,-0.359835,seq_b0535
seq_b0537,annotated,-6.43178,seq_b0537
seq_b0539,annotated,0,seq_b0539
seq_b0540,annotated,-3.60793,seq_b0540
seq_b0541,annotated,0,seq_b0541
seq_b0542,annotated,-4.5947,seq_b0542
seq_b0542_131,alternative,-3.656465,b0542
seq_b0543,annotated,-3.60823,seq_b0543
seq_b0544,annotated,-0.784380000000001,seq_b0544
seq_b0545,annotated,-3.60793,seq_b0545
seq_b0545_94,alternative,-0.784380000000001,b0545
seq_b0546,annotated,-1.85867,seq_b0546
seq_b0547,annotated,-8.429842,seq_b0547
seq_b0547_104,alternative,-10.928975,b0547
seq_b0548,annotated,-6.856025,seq_b0548
seq_b0549,annotated,-10.661835,seq_b0549
seq_b0550,annotated,-6.08185,seq_b0550
seq_b0551,annotated,-7.95547,seq_b0551
seq_b0552,annotated,0,seq_b0552
seq_b0553,annotated,0,seq_b0553
seq_b0554,annotated,-3.60793,seq_b0554
seq_b0555,annotated,-3.60793,seq_b0555
seq_b0556,annotated,-10.42939,seq_b0556
seq_b0556_2,alternative,-1.9320600000000001,b0556
seq_b0557,annotated,-4.75546,seq_b0557
seq_b0557_26,alternative,-1.06957,b0557
seq_b0558,annotated,-2.70311,seq_b0558
seq_b0559,annotated,-5.24147,seq_b0559
seq_b0560,annotated,-5.41711,seq_b0560
seq_b0561,annotated,0,seq_b0561
seq_b0562,annotated,-2.936165,seq_b0562
seq_b0563,annotated,-2.70311,seq_b0563
seq_b0564,annotated,-0.784380000000001,seq_b0564
seq_b0565,annotated,-5.24147,seq_b0565
seq_b0566,annotated,-7.41374,seq_b0566
seq_b0567,annotated,-5.24147,seq_b0567
seq_b0567_11,alternative,-5.24147,b0567
seq_b0567_6,alternative,-0.247160000000001,b0567
seq_b0568,annotated,-5.24147,seq_b0568
seq_b0569,annotated,-0.784380000000001,seq_b0569
seq_b0570,annotated,-3.60793,seq_b0570
seq_b0571,annotated,-9.679875,seq_b0571
seq_b0572,annotated,0,seq_b0572
seq_b0573,annotated,-3.60793,seq_b0573
seq_b0574,annotated,-0.784380000000001,seq_b0574
seq_b0575,annotated,-5.943625,seq_b0575
seq_b0576,annotated,-5.657605,seq_b0576
seq_b0577,annotated,-3.60793,seq_b0577
seq_b0578,annotated,-5.24147,seq_b0578
seq_b0579,annotated,-3.60823,seq_b0579
seq_b0580,annotated,0,seq_b0580
seq_b0581,annotated,-0.359835,seq_b0581
seq_b0581_120,alternative,-2.68108,b0581
seq_b0582,annotated,0,seq_b0582
seq_b0583,annotated,0,seq_b0583
seq_b0584,annotated,-4.707225,seq_b0584
seq_b0585,annotated,-4.467295,seq_b0585
seq_b0586,annotated,-6.856025,seq_b0586
seq_b0587,annotated,-0.784380000000001,seq_b0587
seq_b0588,annotated,-4.59019,seq_b0588
seq_b0589,annotated,-3.60793,seq_b0589
seq_b0590,annotated,-2.70311,seq_b0590
seq_b0591,annotated,-0.806410000000001,seq_b0591
seq_b0591_10,alternative,-0.806410000000001,b0591
seq_b0592,annotated,-3.60823,seq_b0592
seq_b0593,annotated,-13.100265,seq_b0593
seq_b0594,annotated,-3.60793,seq_b0594
seq_b0594_2,alternative,-1.06957,b0594
seq_b0594_27,alternative,-5.50463,b0594
seq_b0595,annotated,-3.60793,seq_b0595
seq_b0596,annotated,-3.60793,seq_b0596
seq_b0597,annotated,-7.71539,seq_b0597
seq_b0597_2,alternative,-0.806410000000001,b0597
seq_b0598,annotated,-1.06957,seq_b0598
seq_b0599,annotated,-2.68108,seq_b0599
seq_b0600,annotated,-0.784380000000001,seq_b0600
seq_b0601,annotated,-3.60823,seq_b0601
seq_b0601_29,alternative,-9.61209,b0601
seq_b0602,annotated,-0.359835,seq_b0602
seq_b0603,annotated,-3.60793,seq_b0603
seq_b0604,annotated,-2.68108,seq_b0604
seq_b0605,annotated,-9.679875,seq_b0605
seq_b0606,annotated,-3.60793,seq_b0606
seq_b0607,annotated,-3.60793,seq_b0607
seq_b0608,annotated,-8.489565,seq_b0608
seq_b0610,annotated,-5.24147,seq_b0610
seq_b0611,annotated,-0.359835,seq_b0611
seq_b0612,annotated,-3.60793,seq_b0612
seq_b0613,annotated,-8.489565,seq_b0613
seq_b0613_.5,alternative,-1.85867,b0613
seq_b0614,annotated,-4.707225,seq_b0614
seq_b0615,annotated,-0.784380000000001,seq_b0615
seq_b0615_28,alternative,0,b0615
seq_b0615_8,alternative,0,b0615
seq_b0616,annotated,-8.752725,seq_b0616
seq_b0617,annotated,-0.784380000000001,seq_b0617
seq_b0618,annotated,-2.68108,seq_b0618
seq_b0619,annotated,-3.60823,seq_b0619
seq_b0620,annotated,-1.883825,seq_b0620
seq_b0621,annotated,-5.24147,seq_b0621
seq_b0621_146,alternative,0,b0621
seq_b0622,annotated,-0.806410000000001,seq_b0622
seq_b0622_21,alternative,-0.806410000000001,b0622
seq_b0622_23,alternative,-0.806410000000001,b0622
seq_b0622_32,alternative,-0.359835,b0622
seq_b0623,annotated,-0.784380000000001,seq_b0623
seq_b0624,annotated,-2.68108,seq_b0624
seq_b0627,annotated,-0.784380000000001,seq_b0627
seq_b0627_149,alternative,-0.784380000000001,b0627
seq_b0628,annotated,-2.70311,seq_b0628
seq_b0629,annotated,-5.24147,seq_b0629
seq_b0630,annotated,-3.60793,seq_b0630
seq_b0631,annotated,-3.60793,seq_b0631
seq_b0632,annotated,-1.06957,seq_b0632
seq_b0633,annotated,-3.60793,seq_b0633
seq_b0634,annotated,-8.752725,seq_b0634
seq_b0635,annotated,-0.359835,seq_b0635
seq_b0636,annotated,-5.24147,seq_b0636
seq_b0637,annotated,-8.9057,seq_b0637
seq_b0638,annotated,-7.930315,seq_b0638
seq_b0638_.4,alternative,-1.85867,b0638
seq_b0638_61,alternative,-2.936165,b0638
seq_b0639,annotated,0,seq_b0639
seq_b0640,annotated,-1.8807,seq_b0640
seq_b0641,annotated,-9.679875,seq_b0641
seq_b0642,annotated,-2.68108,seq_b0642
seq_b0642_87,alternative,-2.729315,b0642
seq_b0643,annotated,-3.60793,seq_b0643
seq_b0644,annotated,-3.60823,seq_b0644
seq_b0645,annotated,-2.68108,seq_b0645
seq_b0646,annotated,-2.68108,seq_b0646
seq_b0647,annotated,0,seq_b0647
seq_b0648,annotated,-4.21907,seq_b0648
seq_b0649,annotated,-2.68108,seq_b0649
seq_b0650,annotated,0,seq_b0650
seq_b0651,annotated,-3.60793,seq_b0651
seq_b0652,annotated,-2.68108,seq_b0652
seq_b0652_98,alternative,-1.883825,b0652
seq_b0653,annotated,-8.78968,seq_b0653
seq_b0654,annotated,-5.24147,seq_b0654
seq_b0655,annotated,-4.59019,seq_b0655
seq_b0656,annotated,0,seq_b0656
seq_b0657,annotated,-2.70311,seq_b0657
seq_b0658,annotated,-0.359835,seq_b0658
seq_b0659,annotated,-3.60823,seq_b0659
seq_b0660,annotated,-6.43178,seq_b0660
seq_b0661,annotated,-0.359835,seq_b0661
seq_b0662,annotated,-2.68108,seq_b0662
seq_b0674,annotated,-3.60793,seq_b0674
seq_b0675,annotated,-1.8807,seq_b0675
seq_b0676,annotated,-0.359835,seq_b0676
seq_b0677,annotated,-6.08185,seq_b0677
seq_b0677_23,alternative,-6.08185,b0677
seq_b0678,annotated,-3.60793,seq_b0678
seq_b0678_8,alternative,0,b0678
seq_b0679,annotated,-10.004695,seq_b0679
seq_b0680,annotated,-7.530775,seq_b0680
seq_b0681,annotated,-5.50463,seq_b0681
seq_b0682,annotated,-7.530775,seq_b0682
seq_b0683,annotated,-2.68108,seq_b0683
seq_b0683_151,alternative,0,b0683
seq_b0684,annotated,-3.60793,seq_b0684
seq_b0685,annotated,0,seq_b0685
seq_b0686,annotated,0,seq_b0686
seq_b0687,annotated,-2.70311,seq_b0687
seq_b0687_24,alternative,-2.70311,b0687
seq_b0688,annotated,-2.68108,seq_b0688
seq_b0689,annotated,-3.60823,seq_b0689
seq_b0689_32,alternative,-4.59019,b0689
seq_b0691,annotated,-3.60793,seq_b0691
seq_b0692,annotated,-5.657605,seq_b0692
seq_b0692_11,alternative,-5.657605,b0692
seq_b0693,annotated,-0.359835,seq_b0693
seq_b0694,annotated,-5.50463,seq_b0694
seq_b0694_78,alternative,0,b0694
seq_b0695,annotated,-2.70311,seq_b0695
seq_b0696,annotated,-5.474525,seq_b0696
seq_b0696_151,alternative,-0.806410000000001,b0696
seq_b0697,annotated,-1.883825,seq_b0697
seq_b0698,annotated,-6.856025,seq_b0698
seq_b0699,annotated,-8.52126,seq_b0699
seq_b0700,annotated,-2.68108,seq_b0700
seq_b0700_7,alternative,0,b0700
seq_b0702,annotated,-3.60793,seq_b0702
seq_b0703,annotated,0,seq_b0703
seq_b0704,annotated,-7.530775,seq_b0704
seq_b0705,annotated,-0.784380000000001,seq_b0705
seq_b0706,annotated,-3.60793,seq_b0706
seq_b0707,annotated,-3.60793,seq_b0707
seq_b0708,annotated,-4.59019,seq_b0708
seq_b0709,annotated,-5.41711,seq_b0709
seq_b0710,annotated,-1.99672,seq_b0710
seq_b0711,annotated,-7.04262,seq_b0711
seq_b0712,annotated,-9.19172,seq_b0712
seq_b0712_.4,alternative,-1.85867,b0712
seq_b0713,annotated,-3.52041,seq_b0713
seq_b0714,annotated,-2.68108,seq_b0714
seq_b0715,annotated,-5.943625,seq_b0715
seq_b0716,annotated,-12.815075,seq_b0716
seq_b0717,annotated,-3.60823,seq_b0717
seq_b0718,annotated,-1.06957,seq_b0718
seq_b0719,annotated,-2.68108,seq_b0719
seq_b0720,annotated,-3.60793,seq_b0720
seq_b0721,annotated,-4.5947,seq_b0721
seq_b0722,annotated,-4.59019,seq_b0722
seq_b0722_135,alternative,-0.806410000000001,b0722
seq_b0723,annotated,-7.181295,seq_b0723
seq_b0724,annotated,-3.60823,seq_b0724
seq_b0724_2,alternative,-4.21907,b0724
seq_b0726,annotated,-4.21907,seq_b0726
seq_b0727,annotated,-2.68108,seq_b0727
seq_b0728,annotated,-2.70311,seq_b0728
seq_b0729,annotated,-14.388892,seq_b0729
seq_b0729_.6,alternative,-2.833755,b0729
seq_b0729_4,alternative,-2.833755,b0729
seq_b0730,annotated,-0.359835,seq_b0730
seq_b0730_4,alternative,-6.08185,b0730
seq_b0731,annotated,-1.883825,seq_b0731
seq_b0731_62,alternative,-1.126985,b0731
seq_b0731_75,alternative,-5.50463,b0731
seq_b0732,annotated,-3.60823,seq_b0732
seq_b0733,annotated,-4.59019,seq_b0733
seq_b0734,annotated,-4.59019,seq_b0734
seq_b0735,annotated,0,seq_b0735
seq_b0736,annotated,-2.729315,seq_b0736
seq_b0736_8,alternative,0,b0736
seq_b0737,annotated,-3.60793,seq_b0737
seq_b0738,annotated,-3.724597,seq_b0738
seq_b0739,annotated,-2.70311,seq_b0739
seq_b0740,annotated,-3.60793,seq_b0740
seq_b0741,annotated,-4.707225,seq_b0741
seq_b0742,annotated,-2.914135,seq_b0742
seq_b0742_49,alternative,0,b0742
seq_b0750,annotated,-0.359835,seq_b0750
seq_b0751,annotated,-10.53924,seq_b0751
seq_b0752,annotated,-4.21907,seq_b0752
seq_b0753,annotated,-3.60793,seq_b0753
seq_b0754,annotated,-2.70311,seq_b0754
seq_b0755,annotated,-7.41374,seq_b0755
seq_b0755_2,alternative,-0.832615000000001,b0755
seq_b0756,annotated,-3.60793,seq_b0756
seq_b0757,annotated,-3.60793,seq_b0757
seq_b0757_2,alternative,-4.21907,b0757
seq_b0757_8,alternative,0,b0757
seq_b0758,annotated,-3.60823,seq_b0758
seq_b0759,annotated,-5.24147,seq_b0759
seq_b0759_2,alternative,0,b0759
seq_b0760,annotated,-6.20621,seq_b0760
seq_b0761,annotated,-2.68108,seq_b0761
seq_b0762,annotated,-5.24147,seq_b0762
seq_b0762_11,alternative,-0.655360000000002,b0762
seq_b0763,annotated,-3.724597,seq_b0763
seq_b0764,annotated,-1.06957,seq_b0764
seq_b0765,annotated,-2.833755,seq_b0765
seq_b0766,annotated,-3.095715,seq_b0766
seq_b0767,annotated,-3.60793,seq_b0767
seq_b0767_10,alternative,-3.22379,b0767
seq_b0768,annotated,-3.60793,seq_b0768
seq_b0768_136,alternative,0,b0768
seq_b0769,annotated,-4.68222,seq_b0769
seq_b0770,annotated,-2.68108,seq_b0770
seq_b0771,annotated,-5.24147,seq_b0771
seq_b0772,annotated,-3.60793,seq_b0772
seq_b0773,annotated,-7.930315,seq_b0773
seq_b0774,annotated,-0.918485,seq_b0774
seq_b0775,annotated,-5.24147,seq_b0775
seq_b0776,annotated,0,seq_b0776
seq_b0777,annotated,-8.489565,seq_b0777
seq_b0778,annotated,-4.638425,seq_b0778
seq_b0778_10,alternative,-4.638425,b0778
seq_b0779,annotated,-0.784380000000001,seq_b0779
seq_b0780,annotated,-3.60823,seq_b0780
seq_b0781,annotated,-2.70311,seq_b0781
seq_b0782,annotated,-3.60793,seq_b0782
seq_b0782_11,alternative,-3.22379,b0782
seq_b0783,annotated,0,seq_b0783
seq_b0784,annotated,-7.076855,seq_b0784
seq_b0784_7,alternative,-1.9320600000000001,b0784
seq_b0785,annotated,-6.856025,seq_b0785
seq_b0786,annotated,-3.60793,seq_b0786
seq_b0787,annotated,-2.68108,seq_b0787
seq_b0788,annotated,-6.08185,seq_b0788
seq_b0789,annotated,-3.60793,seq_b0789
seq_b0789_22,alternative,-3.60793,b0789
seq_b0790,annotated,-3.60823,seq_b0790
seq_b0790_58,alternative,-0.784380000000001,b0790
seq_b0791,annotated,-3.60793,seq_b0791
seq_b0792,annotated,-3.60793,seq_b0792
seq_b0792_2,alternative,-0.832615000000001,b0792
seq_b0793,annotated,-3.60793,seq_b0793
seq_b0794,annotated,-3.60793,seq_b0794
seq_b0794_129,alternative,0,b0794
seq_b0795,annotated,-4.59019,seq_b0795
seq_b0796,annotated,-2.70311,seq_b0796
seq_b0797,annotated,-3.60793,seq_b0797
seq_b0798,annotated,0,seq_b0798
seq_b0798_47,alternative,-2.68108,b0798
seq_b0798_48,alternative,-2.68108,b0798
seq_b0799,annotated,-0.784380000000001,seq_b0799
seq_b0800,annotated,-4.59019,seq_b0800
seq_b0801,annotated,-4.59019,seq_b0801
seq_b0802,annotated,-0.359835,seq_b0802
seq_b0803,annotated,-6.856025,seq_b0803
seq_b0804,annotated,-5.24147,seq_b0804
seq_b0804_21,alternative,-5.24147,b0804
seq_b0805,annotated,0,seq_b0805
seq_b0806,annotated,-5.50463,seq_b0806
seq_b0807,annotated,-3.60793,seq_b0807
seq_b0808,annotated,-12.295375,seq_b0808
seq_b0808_21,alternative,-12.295375,b0808
seq_b0809,annotated,-2.68108,seq_b0809
seq_b0810,annotated,-3.60823,seq_b0810
seq_b0811,annotated,-3.60823,seq_b0811
seq_b0812,annotated,-5.50463,seq_b0812
seq_b0812_10,alternative,-1.06957,b0812
seq_b0812_11,alternative,-5.50463,b0812
seq_b0812_9,alternative,-1.06957,b0812
seq_b0813,annotated,-4.5947,seq_b0813
seq_b0814,annotated,-3.60793,seq_b0814
seq_b0815,annotated,0,seq_b0815
seq_b0817,annotated,-6.43178,seq_b0817
seq_b0817_2,alternative,-1.06957,b0817
seq_b0818,annotated,0,seq_b0818
seq_b0819,annotated,0,seq_b0819
seq_b0820,annotated,-2.68108,seq_b0820
seq_b0821,annotated,-3.60793,seq_b0821
seq_b0822,annotated,-3.60793,seq_b0822
seq_b0823,annotated,-5.50463,seq_b0823
seq_b0824,annotated,-3.60793,seq_b0824
seq_b0825,annotated,-5.50463,seq_b0825
seq_b0826,annotated,-6.856025,seq_b0826
seq_b0827,annotated,-4.59019,seq_b0827
seq_b0828,annotated,-2.70311,seq_b0828
seq_b0828_33,alternative,-1.8807,b0828
seq_b0829,annotated,-4.730455,seq_b0829
seq_b0830,annotated,-3.60793,seq_b0830
seq_b0831,annotated,-4.638425,seq_b0831
seq_b0832,annotated,-0.784380000000001,seq_b0832
seq_b0832_23,alternative,-2.68108,b0832
seq_b0833,annotated,0,seq_b0833
seq_b0834,annotated,-1.19807,seq_b0834
seq_b0835,annotated,0,seq_b0835
seq_b0836,annotated,-8.752725,seq_b0836
seq_b0836_.5,alternative,-1.85867,b0836
seq_b0837,annotated,-6.856025,seq_b0837
seq_b0838,annotated,-3.724597,seq_b0838
seq_b0838_137,alternative,-2.729315,b0838
seq_b0839,annotated,-2.70311,seq_b0839
seq_b0840,annotated,-7.04262,seq_b0840
seq_b0841,annotated,-3.656465,seq_b0841
seq_b0841_80,alternative,0,b0841
seq_b0842,annotated,-0.806410000000001,seq_b0842
seq_b0843,annotated,-0.784380000000001,seq_b0843
seq_b0844,annotated,-5.24147,seq_b0844
seq_b0844_134,alternative,-4.707225,b0844
seq_b0845,annotated,0,seq_b0845
seq_b0845_37,alternative,0,b0845
seq_b0845_56,alternative,0,b0845
seq_b0846,annotated,-6.43178,seq_b0846
seq_b0846_10,alternative,-0.359835,b0846
seq_b0847,annotated,-3.19372,seq_b0847
seq_b0847_44,alternative,0,b0847
seq_b0847_57,alternative,-4.75546,b0847
seq_b0848,annotated,-9.679875,seq_b0848
seq_b0849,annotated,-6.04734,seq_b0849
seq_b0850,annotated,-5.943625,seq_b0850
seq_b0851,annotated,-0.359835,seq_b0851
seq_b0852,annotated,-3.60793,seq_b0852
seq_b0853,annotated,-3.60793,seq_b0853
seq_b0853_90,alternative,-4.730455,b0853
seq_b0854,annotated,-3.60823,seq_b0854
seq_b0854_36,alternative,0,b0854
seq_b0854_42,alternative,0,b0854
seq_b0855,annotated,-3.60793,seq_b0855
seq_b0856,annotated,-3.60793,seq_b0856
seq_b0857,annotated,-4.5947,seq_b0857
seq_b0858,annotated,0,seq_b0858
seq_b0858_29,alternative,-2.70311,b0858
seq_b0858_30,alternative,-2.70311,b0858
seq_b0859,annotated,-0.784380000000001,seq_b0859
seq_b0860,annotated,-4.638425,seq_b0860
seq_b0861,annotated,-6.856025,seq_b0861
seq_b0862,annotated,-0.806410000000001,seq_b0862
seq_b0863,annotated,-2.729315,seq_b0863
seq_b0864,annotated,-0.359835,seq_b0864
seq_b0864_9,alternative,0,b0864
seq_b0865,annotated,-3.60823,seq_b0865
seq_b0865_123,alternative,-5.13192,b0865
seq_b0865_126,alternative,-5.13192,b0865
seq_b0866,annotated,-3.60793,seq_b0866
seq_b0866_10,alternative,0,b0866
seq_b0867,annotated,-1.9320600000000001,seq_b0867
seq_b0868,annotated,-7.02862,seq_b0868
seq_b0868_23,alternative,-7.02862,b0868
seq_b0868_6,alternative,0,b0868
seq_b0869,annotated,-3.60793,seq_b0869
seq_b0870,annotated,-2.68108,seq_b0870
seq_b0871,annotated,-5.24147,seq_b0871
seq_b0872,annotated,-4.59019,seq_b0872
seq_b0873,annotated,-0.784380000000001,seq_b0873
seq_b0874,annotated,-2.68108,seq_b0874
seq_b0875,annotated,0,seq_b0875
seq_b0876,annotated,-10.063382,seq_b0876
seq_b0876_2,alternative,-3.656465,b0876
seq_b0877,annotated,-0.918485,seq_b0877
seq_b0877_57,alternative,0,b0877
seq_b0878,annotated,-5.24147,seq_b0878
seq_b0878_3,alternative,-7.97855,b0878
seq_b0879,annotated,-3.60793,seq_b0879
seq_b0880,annotated,-2.68108,seq_b0880
seq_b0881,annotated,0,seq_b0881
seq_b0881_4,alternative,-2.833755,b0881
seq_b0882,annotated,-10.1548,seq_b0882
seq_b0882_9,alternative,-5.16945,b0882
seq_b0884,annotated,-5.50463,seq_b0884
seq_b0885,annotated,-7.95547,seq_b0885
seq_b0886,annotated,-9.295435,seq_b0886
seq_b0887,annotated,0,seq_b0887
seq_b0888,annotated,-4.730455,seq_b0888
seq_b0889,annotated,-0.359835,seq_b0889
seq_b0890,annotated,-5.24147,seq_b0890
seq_b0891,annotated,-7.530775,seq_b0891
seq_b0891_2,alternative,-4.638425,b0891
seq_b0892,annotated,-3.60793,seq_b0892
seq_b0893,annotated,-2.68108,seq_b0893
seq_b0893_93,alternative,-2.833755,b0893
seq_b0894,annotated,-1.883825,seq_b0894
seq_b0894_65,alternative,-3.60793,b0894
seq_b0895,annotated,-4.59019,seq_b0895
seq_b0896,annotated,-6.856025,seq_b0896
seq_b0897,annotated,-3.60793,seq_b0897
seq_b0898,annotated,0,seq_b0898
seq_b0899,annotated,-2.68108,seq_b0899
seq_b0900,annotated,-2.68108,seq_b0900
seq_b0900_8,alternative,-2.68108,b0900
seq_b0901,annotated,-11.203565,seq_b0901
seq_b0901_2,alternative,-0.247160000000001,b0901
seq_b0901_3,alternative,-0.247160000000001,b0901
seq_b0902,annotated,-5.24147,seq_b0902
seq_b0903,annotated,-0.784380000000001,seq_b0903
seq_b0904,annotated,-0.359835,seq_b0904
seq_b0905,annotated,0,seq_b0905
seq_b0906,annotated,-0.359835,seq_b0906
seq_b0907,annotated,-5.181747,seq_b0907
seq_b0907_6,alternative,0,b0907
seq_b0908,annotated,-0.359835,seq_b0908
seq_b0909,annotated,-1.06957,seq_b0909
seq_b0910,annotated,-3.60793,seq_b0910
seq_b0911,annotated,0,seq_b0911
seq_b0912,annotated,-10.77887,seq_b0912
seq_b0913,annotated,-9.796242,seq_b0913
seq_b0914,annotated,-0.806410000000001,seq_b0914
seq_b0915,annotated,0,seq_b0915
seq_b0916,annotated,-5.24147,seq_b0916
seq_b0917,annotated,-11.313415000000001,seq_b0917
seq_b0918,annotated,-0.359835,seq_b0918
seq_b0919,annotated,-4.68222,seq_b0919
seq_b0920,annotated,-3.60823,seq_b0920
seq_b0921,annotated,-9.615215,seq_b0921
seq_b0921_24,alternative,-9.615215,b0921
seq_b0921_4,alternative,-1.06957,b0921
seq_b0922,annotated,-2.68108,seq_b0922
seq_b0923,annotated,-3.60793,seq_b0923
seq_b0923_144,alternative,-1.06957,b0923
seq_b0924,annotated,-6.43178,seq_b0924
seq_b0925,annotated,-6.08185,seq_b0925
seq_b0926,annotated,0,seq_b0926
seq_b0927,annotated,-2.833755,seq_b0927
seq_b0928,annotated,-2.70311,seq_b0928
seq_b0928_21,alternative,-2.70311,b0928
seq_b0928_4,alternative,-0.247160000000001,b0928
seq_b0929,annotated,-4.68222,seq_b0929
seq_b0930,annotated,-0.359835,seq_b0930
seq_b0931,annotated,-1.06957,seq_b0931
seq_b0932,annotated,-0.784380000000001,seq_b0932
seq_b0933,annotated,-6.856025,seq_b0933
seq_b0934,annotated,-3.60823,seq_b0934
seq_b0935,annotated,-3.60823,seq_b0935
seq_b0936,annotated,-3.60793,seq_b0936
seq_b0937,annotated,-3.60793,seq_b0937
seq_b0937_22,alternative,-3.60793,b0937
seq_b0938,annotated,-2.68108,seq_b0938
seq_b0938_5,alternative,-0.359835,b0938
seq_b0939,annotated,-1.883825,seq_b0939
seq_b0940,annotated,-0.359835,seq_b0940
seq_b0941,annotated,-2.70311,seq_b0941
seq_b0941_42,alternative,-5.24147,b0941
seq_b0942,annotated,0,seq_b0942
seq_b0942_129,alternative,-4.75546,b0942
seq_b0943,annotated,-4.59019,seq_b0943
seq_b0944,annotated,0,seq_b0944
seq_b0944_146,alternative,-0.359835,b0944
seq_b0945,annotated,-4.75546,seq_b0945
seq_b0945_2,alternative,-6.08185,b0945
seq_b0945_71,alternative,-0.359835,b0945
seq_b0946,annotated,-5.273165,seq_b0946
seq_b0947,annotated,-5.50463,seq_b0947
seq_b0947_3,alternative,-7.930315,b0947
seq_b0947_4,alternative,-7.930315,b0947
