name,TIS_type,min_DG,locus_tag,new_TIS_type
seq_b0031_2,shuffled alternative,-1.40657,b0031,Unknown
seq_b0031_2,shuffled annotated,-0.359835,b0031,annotated + recovered in data
seq_b0031_21,alternative,-0.359835,b0031,Unknown
seq_b0031_3,shuffled alternative,0,b0031,Unknown
seq_b0031_3,shuffled annotated,0,b0031,annotated + recovered in data
seq_b0031_4,shuffled alternative,0,b0031,Unknown
seq_b0031_4,shuffled annotated,-0.359835,b0031,annotated + recovered in data
seq_b0031_5,shuffled alternative,-0.359835,b0031,Unknown
seq_b0031_5,shuffled annotated,-0.359835,b0031,annotated + recovered in data
seq_b0031_6,shuffled alternative,0,b0031,Unknown
seq_b0031_6,shuffled annotated,0,b0031,annotated + recovered in data
seq_b0031_7,shuffled alternative,0,b0031,Unknown
seq_b0031_7,shuffled annotated,0,b0031,annotated + recovered in data
seq_b0031_8,shuffled alternative,0,b0031,Unknown
seq_b0031_8,shuffled annotated,-0.359835,b0031,annotated + recovered in data
seq_b0031_9,shuffled alternative,0,b0031,Unknown
seq_b0031_9,shuffled annotated,-0.359835,b0031,annotated + recovered in data
seq_b0032,annotated,-9.563855,b0032,annotated + recovered in data
seq_b0032_0,shuffled alternative,-0.359835,b0032,alternative + annotated found
seq_b0032_0,shuffled annotated,-4.21907,b0032,annotated + recovered in data
seq_b0032_1,shuffled alternative,-0.784380000000001,b0032,alternative + annotated found
seq_b0032_1,shuffled annotated,-7.538135,b0032,annotated + recovered in data
seq_b0032_2,alternative,-1.883825,b0032,alternative + annotated found
seq_b0032_2,shuffled alternative,-3.60793,b0032,alternative + annotated found
seq_b0032_2,shuffled annotated,-4.68222,b0032,annotated + recovered in data
seq_b0032_3,shuffled alternative,-1.85867,b0032,alternative + annotated found
seq_b0032_3,shuffled annotated,-9.615215,b0032,annotated + recovered in data
seq_b0032_4,shuffled alternative,-2.70311,b0032,alternative + annotated found
seq_b0032_4,shuffled annotated,-0.359835,b0032,annotated + recovered in data
seq_b0032_5,shuffled alternative,-13.642975,b0032,alternative + annotated found
seq_b0032_5,shuffled annotated,-5.41711,b0032,annotated + recovered in data
seq_b0032_6,shuffled alternative,-0.359835,b0032,alternative + annotated found
seq_b0032_6,shuffled annotated,-4.467295,b0032,annotated + recovered in data
seq_b0032_7,shuffled alternative,-4.707225,b0032,alternative + annotated found
seq_b0032_7,shuffled annotated,-9.295435,b0032,annotated + recovered in data
seq_b0032_8,shuffled alternative,-0.359835,b0032,alternative + annotated found
seq_b0032_8,shuffled annotated,-5.180155,b0032,annotated + recovered in data
seq_b0032_9,shuffled alternative,-1.06957,b0032,alternative + annotated found
seq_b0032_9,shuffled annotated,-3.52041,b0032,annotated + recovered in data
seq_b0033,annotated,-4.59019,b0033,annotated + recovered in data
seq_b0033_0,shuffled annotated,-0.359835,b0033,annotated + recovered in data
seq_b0033_1,shuffled annotated,-0.784380000000001,b0033,annotated + recovered in data
seq_b0033_2,shuffled annotated,-0.359835,b0033,annotated + recovered in data
seq_b0033_3,shuffled annotated,-0.655360000000002,b0033,annotated + recovered in data
seq_b0033_4,shuffled annotated,-0.784380000000001,b0033,annotated + recovered in data
seq_b0033_5,shuffled annotated,-3.22379,b0033,annotated + recovered in data
seq_b0033_6,shuffled annotated,-3.19372,b0033,annotated + recovered in data
seq_b0033_7,shuffled annotated,-3.60793,b0033,annotated + recovered in data
seq_b0033_8,shuffled annotated,0,b0033,annotated + recovered in data
seq_b0033_9,shuffled annotated,-4.707225,b0033,annotated + recovered in data
seq_b0034,annotated,-5.24147,b0034,annotated + recovered in data
seq_b0034_0,shuffled annotated,-1.99672,b0034,annotated + recovered in data
seq_b0034_1,shuffled annotated,-1.883825,b0034,annotated + recovered in data
seq_b0034_2,shuffled annotated,-2.68108,b0034,annotated + recovered in data
seq_b0034_3,shuffled annotated,-0.918485,b0034,annotated + recovered in data
seq_b0034_4,shuffled annotated,-5.474525,b0034,annotated + recovered in data
seq_b0034_5,shuffled annotated,0,b0034,annotated + recovered in data
seq_b0034_6,shuffled annotated,-3.75846,b0034,annotated + recovered in data
seq_b0034_7,shuffled annotated,-7.530775,b0034,annotated + recovered in data
seq_b0034_8,shuffled annotated,0,b0034,annotated + recovered in data
seq_b0034_9,shuffled annotated,-2.70311,b0034,annotated + recovered in data
seq_b0035,annotated,-5.41711,b0035,annotated but not recovered in data
seq_b0035_0,shuffled annotated,-1.8807,b0035,annotated but not recovered in data
seq_b0035_1,shuffled annotated,-3.16831,b0035,annotated but not recovered in data
seq_b0035_2,shuffled annotated,-6.254445,b0035,annotated but not recovered in data
seq_b0035_3,shuffled annotated,-1.85867,b0035,annotated but not recovered in data
seq_b0035_4,shuffled annotated,-3.656465,b0035,annotated but not recovered in data
seq_b0035_5,shuffled annotated,-3.272025,b0035,annotated but not recovered in data
seq_b0035_6,shuffled annotated,-5.13192,b0035,annotated but not recovered in data
seq_b0035_7,shuffled annotated,-1.85867,b0035,annotated but not recovered in data
seq_b0035_8,shuffled annotated,-3.656465,b0035,annotated but not recovered in data
seq_b0035_9,shuffled annotated,-3.60823,b0035,annotated but not recovered in data
seq_b0036,annotated,-5.24147,b0036,annotated + recovered in data
seq_b0036_0,shuffled annotated,-3.60823,b0036,annotated + recovered in data
seq_b0036_1,shuffled annotated,0,b0036,annotated + recovered in data
seq_b0036_2,shuffled annotated,-1.8807,b0036,annotated + recovered in data
seq_b0036_3,shuffled annotated,-1.06957,b0036,annotated + recovered in data
seq_b0036_4,shuffled annotated,-0.784380000000001,b0036,annotated + recovered in data
seq_b0036_5,shuffled annotated,-1.06957,b0036,annotated + recovered in data
seq_b0036_6,shuffled annotated,0,b0036,annotated + recovered in data
seq_b0036_7,shuffled annotated,-3.60823,b0036,annotated + recovered in data
seq_b0036_8,shuffled annotated,-5.24147,b0036,annotated + recovered in data
seq_b0036_9,shuffled annotated,-8.489565,b0036,annotated + recovered in data
seq_b0037,annotated,-3.60793,b0037,annotated + recovered in data
seq_b0037_0,shuffled annotated,-0.247160000000001,b0037,annotated + recovered in data
seq_b0037_1,shuffled annotated,-1.9320600000000001,b0037,annotated + recovered in data
seq_b0037_2,shuffled annotated,-3.60793,b0037,annotated + recovered in data
seq_b0037_3,shuffled annotated,-4.21907,b0037,annotated + recovered in data
seq_b0037_4,shuffled annotated,-1.9320600000000001,b0037,annotated + recovered in data
seq_b0037_5,shuffled annotated,-6.43178,b0037,annotated + recovered in data
seq_b0037_6,shuffled annotated,-0.784380000000001,b0037,annotated + recovered in data
seq_b0037_7,shuffled annotated,-2.936165,b0037,annotated + recovered in data
seq_b0037_8,shuffled annotated,0,b0037,annotated + recovered in data
seq_b0037_9,shuffled annotated,0,b0037,annotated + recovered in data
seq_b0038,annotated,-3.60793,b0038,annotated + recovered in data
seq_b0038_0,shuffled annotated,-0.784380000000001,b0038,annotated + recovered in data
seq_b0038_1,shuffled annotated,-0.784380000000001,b0038,annotated + recovered in data
seq_b0038_2,shuffled annotated,0,b0038,annotated + recovered in data
seq_b0038_3,shuffled annotated,-3.60823,b0038,annotated + recovered in data
seq_b0038_4,shuffled annotated,0,b0038,annotated + recovered in data
seq_b0038_5,shuffled annotated,-3.60823,b0038,annotated + recovered in data
seq_b0038_6,shuffled annotated,0,b0038,annotated + recovered in data
seq_b0038_7,shuffled annotated,0,b0038,annotated + recovered in data
seq_b0038_8,shuffled annotated,0,b0038,annotated + recovered in data
seq_b0038_9,shuffled annotated,-1.06957,b0038,annotated + recovered in data
seq_b0039,annotated,-3.60793,b0039,annotated + recovered in data
seq_b0039_0,shuffled alternative,-3.656465,b0039,Unknown
seq_b0039_0,shuffled annotated,-0.784380000000001,b0039,annotated + recovered in data
seq_b0039_1,shuffled alternative,-0.784380000000001,b0039,Unknown
seq_b0039_1,shuffled annotated,-1.61228,b0039,annotated + recovered in data
seq_b0039_2,shuffled alternative,0,b0039,Unknown
seq_b0039_2,shuffled annotated,-0.359835,b0039,annotated + recovered in data
seq_b0039_24,alternative,-2.70311,b0039,Unknown
seq_b0039_3,shuffled alternative,-0.784380000000001,b0039,Unknown
seq_b0039_3,shuffled annotated,-4.707225,b0039,annotated + recovered in data
seq_b0039_4,shuffled alternative,-0.832615000000001,b0039,Unknown
seq_b0039_4,shuffled annotated,0,b0039,annotated + recovered in data
seq_b0039_5,shuffled alternative,-3.656465,b0039,Unknown
seq_b0039_5,shuffled annotated,-0.359835,b0039,annotated + recovered in data
seq_b0039_6,shuffled alternative,-4.707225,b0039,Unknown
seq_b0039_6,shuffled annotated,-4.59019,b0039,annotated + recovered in data
seq_b0039_7,alternative,0,b0039,Unknown
seq_b0039_7,shuffled alternative,-0.784380000000001,b0039,Unknown
seq_b0039_7,shuffled annotated,-0.359835,b0039,annotated + recovered in data
seq_b0039_8,shuffled alternative,-0.784380000000001,b0039,Unknown
seq_b0039_8,shuffled annotated,-0.806410000000001,b0039,annotated + recovered in data
seq_b0039_9,shuffled alternative,-0.784380000000001,b0039,Unknown
seq_b0039_9,shuffled annotated,-1.06957,b0039,annotated + recovered in data
seq_b0040,annotated,-7.02862,b0040,annotated + recovered in data
seq_b0040_0,shuffled annotated,-3.095715,b0040,annotated + recovered in data
seq_b0040_1,shuffled annotated,-0.784380000000001,b0040,annotated + recovered in data
seq_b0040_2,shuffled annotated,-1.99672,b0040,annotated + recovered in data
seq_b0040_3,shuffled annotated,0,b0040,annotated + recovered in data
seq_b0040_4,shuffled annotated,0,b0040,annotated + recovered in data
seq_b0040_5,shuffled annotated,-3.60793,b0040,annotated + recovered in data
seq_b0040_6,shuffled annotated,0,b0040,annotated + recovered in data
seq_b0040_7,shuffled annotated,0,b0040,annotated + recovered in data
seq_b0040_8,shuffled annotated,-2.914135,b0040,annotated + recovered in data
seq_b0040_9,shuffled annotated,-2.914135,b0040,annotated + recovered in data
seq_b0041,annotated,-5.24147,b0041,annotated + recovered in data
seq_b0041_0,shuffled alternative,-2.833755,b0041,alternative + annotated found
seq_b0041_0,shuffled annotated,-2.70311,b0041,annotated + recovered in data
seq_b0041_1,shuffled alternative,0,b0041,alternative + annotated found
seq_b0041_1,shuffled annotated,-1.126985,b0041,annotated + recovered in data
seq_b0041_2,shuffled alternative,-2.68108,b0041,alternative + annotated found
seq_b0041_2,shuffled annotated,-0.359835,b0041,annotated + recovered in data
seq_b0041_3,alternative,-4.730455,b0041,alternative + annotated found
seq_b0041_3,shuffled alternative,0,b0041,alternative + annotated found
seq_b0041_3,shuffled annotated,0,b0041,annotated + recovered in data
seq_b0041_4,shuffled alternative,-2.729315,b0041,alternative + annotated found
seq_b0041_4,shuffled annotated,-2.68108,b0041,annotated + recovered in data
seq_b0041_5,shuffled alternative,-1.06957,b0041,alternative + annotated found
seq_b0041_5,shuffled annotated,-1.06957,b0041,annotated + recovered in data
seq_b0041_6,shuffled alternative,-4.68222,b0041,alternative + annotated found
seq_b0041_6,shuffled annotated,-5.50463,b0041,annotated + recovered in data
seq_b0041_7,shuffled alternative,-0.247160000000001,b0041,alternative + annotated found
seq_b0041_7,shuffled annotated,0,b0041,annotated + recovered in data
seq_b0041_8,shuffled alternative,-2.833755,b0041,alternative + annotated found
seq_b0041_8,shuffled annotated,-1.06957,b0041,annotated + recovered in data
seq_b0041_9,shuffled alternative,-2.729315,b0041,alternative + annotated found
seq_b0041_9,shuffled annotated,-2.68108,b0041,annotated + recovered in data
seq_b0042,annotated,-4.730455,b0042,annotated + recovered in data
seq_b0042_0,shuffled annotated,-3.60793,b0042,annotated + recovered in data
seq_b0042_1,shuffled annotated,-3.724597,b0042,annotated + recovered in data
seq_b0042_2,shuffled annotated,-3.724597,b0042,annotated + recovered in data
seq_b0042_3,shuffled annotated,-3.60823,b0042,annotated + recovered in data
seq_b0042_4,shuffled annotated,-1.8807,b0042,annotated + recovered in data
seq_b0042_5,shuffled annotated,-1.8807,b0042,annotated + recovered in data
seq_b0042_6,shuffled annotated,-1.8807,b0042,annotated + recovered in data
seq_b0042_7,shuffled annotated,-6.639565,b0042,annotated + recovered in data
seq_b0042_8,shuffled annotated,-1.9320600000000001,b0042,annotated + recovered in data
seq_b0042_9,shuffled annotated,-6.7566,b0042,annotated + recovered in data
seq_b0043,annotated,-3.60793,b0043,annotated but not recovered in data
seq_b0043_0,shuffled annotated,-0.784380000000001,b0043,annotated but not recovered in data
seq_b0043_1,shuffled annotated,-1.8807,b0043,annotated but not recovered in data
seq_b0043_2,shuffled annotated,-5.24147,b0043,annotated but not recovered in data
seq_b0043_3,shuffled annotated,0,b0043,annotated but not recovered in data
seq_b0043_4,shuffled annotated,-3.60793,b0043,annotated but not recovered in data
seq_b0043_5,shuffled annotated,-0.806410000000001,b0043,annotated but not recovered in data
seq_b0043_6,shuffled annotated,-2.70311,b0043,annotated but not recovered in data
seq_b0043_7,shuffled annotated,-6.04734,b0043,annotated but not recovered in data
seq_b0043_8,shuffled annotated,-1.126985,b0043,annotated but not recovered in data
seq_b0043_9,shuffled annotated,-0.359835,b0043,annotated but not recovered in data
seq_b0044,annotated,-4.59019,b0044,annotated + recovered in data
seq_b0044_0,shuffled annotated,-4.68222,b0044,annotated + recovered in data
seq_b0044_1,shuffled annotated,-8.489565,b0044,annotated + recovered in data
seq_b0044_2,shuffled annotated,0,b0044,annotated + recovered in data
seq_b0044_3,shuffled annotated,-4.68222,b0044,annotated + recovered in data
seq_b0044_4,shuffled annotated,0,b0044,annotated + recovered in data
seq_b0044_5,shuffled annotated,-1.61228,b0044,annotated + recovered in data
seq_b0044_6,shuffled annotated,-1.9320600000000001,b0044,annotated + recovered in data
seq_b0044_7,shuffled annotated,-2.936165,b0044,annotated + recovered in data
seq_b0044_8,shuffled annotated,-3.60793,b0044,annotated + recovered in data
seq_b0044_9,shuffled annotated,-1.06957,b0044,annotated + recovered in data
seq_b0045,annotated,-4.707225,b0045,annotated but not recovered in data
seq_b0045_0,shuffled annotated,-0.784380000000001,b0045,annotated but not recovered in data
seq_b0045_1,shuffled annotated,-0.806410000000001,b0045,annotated but not recovered in data
seq_b0045_2,shuffled annotated,0,b0045,annotated but not recovered in data
seq_b0045_3,shuffled annotated,-3.60823,b0045,annotated but not recovered in data
seq_b0045_4,shuffled annotated,0,b0045,annotated but not recovered in data
seq_b0045_5,shuffled annotated,-2.70311,b0045,annotated but not recovered in data
seq_b0045_6,shuffled annotated,0,b0045,annotated but not recovered in data
seq_b0045_7,shuffled annotated,0,b0045,annotated but not recovered in data
seq_b0045_8,shuffled annotated,-1.126985,b0045,annotated but not recovered in data
seq_b0045_9,shuffled annotated,-2.70311,b0045,annotated but not recovered in data
