locus_tag	gene	start_position	strand	peak_R1	peak_R2	peak_R3	peak_R4	peak_R5
b0422	xseB	441343	-1	9.81297	8.30439	8.37081	6.39521	-
b0423	thiI	441549	1	-	5.3028	-	-	-
b0424	yajL	443641	-1	73.1733	69.0365	72.9002	66.8362	74.0324
b0425	panE	444515	-1	65.4198	57.5304	115.92	68.9679	67.2248
b0426	yajQ	444683	1	-	9.70513	-	6.39521	11.345999999999998
b0427	yajR	446666	-1	37.1924	36.1191	53.7215	45.0173	48.6458
b0428	cyoE	447705	-1	-	-	-	-	-
b0429	cyoD	448046	-1	31.983	46.5246	43.0196	50.7855	50.7731
b0430	cyoC	448660	-1	98.0086	84.5446	66.6486	65.4568	68.9267
b0431	cyoB	450641	-1	50.2763	34.118	23.0992	18.684	28.7904
b0432	cyoA	451610	-1	-	-	-	-	-
b0433	ampG	453545	-1	-	-	-	-	-
b0434	yajG	454167	-1	6.05739	6.00317	6.46354	-	6.66575
b0435	bolA	454472	1	235.63299999999998	138.773	168.582	98.9376	95.4478
b0436	tig	455133	1	61.7854	83.8443	56.0526	69.2187	81.6909
b0437	clpP	456677	1	115.09	127.76700000000001	132.44899999999998	136.80700000000002	139.41299999999998
b0438	clpX	457426	1	13.932	11.306	6.46354	7.899960000000001	8.22582
b0439	lon	458888	1	-	-	-	-	-
b0440	hupB	461451	1	56.0914	97.8517	37.0859	68.5917	114.45200000000001
b0441	ppiD	461915	1	-	5.00264	-	-	-
b0442	ybaV	463937	1	84.0766	61.9327	65.0592	42.1331	53.0423
b0443	fadM	464402	1	7.7534600000000005	13.307	9.9602	15.4237	11.6296
b0444	queC	465547	-1	-	7.70407	-	5.517440000000001	6.9494
b0445	ybaE	467312	-1	-	-	-	-	-
b0446	cof	467412	1	-	9.80518	9.748280000000001	10.9095	11.2041
b0447	ybaO	468383	1	-	-	5.5099	-	5.2475
b0448	mdlA	468871	1	-	-	-	-	-
b0449	mdlB	470636	1	18.1722	15.8083	28.715	19.5618	17.5862
b0450	glnK	472598	1	19.6259	19.9105	22.8873	22.8221	26.663
b0451	amtB	472966	1	169.122	193.80200000000002	286.621	236.12099999999998	187.35
b0452	tesB	475161	-1	78.5038	44.8237	43.5494	38.3713	48.6458
b0453	ybaY	475379	1	66.9947	65.5346	50.1189	64.7045	71.905
b0454	ybaZ	476371	-1	-	-	-	-	-
b0456	ybaA	476672	1	253.32	147.878	218.065	101.446	108.63799999999999
b0457	ylaB	478617	-1	65.4198	74.8395	90.0657	76.7425	93.6041
b0458	ylaC	479251	-1	-	-	-	-	-
b0459	maa	479918	-1	100.553	100.25299999999999	106.913	95.8027	82.2582
b0460	hha	480308	-1	24.3507	34.9184	29.0329	33.23	29.2158
b0461	tomB	480708	-1	11.2667	12.8068	19.4966	14.0444	19.2881
b0462	acrB	484403	-1	5.93624	5.40285	6.46354	6.26981	5.9566300000000005
b0463	acrA	485619	-1	68.9331	45.9243	47.6818	45.3934	29.2158
b0464	acrR	485761	1	-	-	-	-	-
b0465	mscK	486536	1	-	-	-	-	-
b0466	ybaM	490271	-1	-	-	7.20525	-	-
b0467	priC	490812	-1	22.6546	39.1207	31.364	39.1236	42.5473
b0468	ybaN	490882	1	10.0553	10.7057	-	-	-
b0469	apt	491412	1	-	-	-	-	-
b0470	dnaX	492092	1	11.7513	22.6119	19.3906	29.7189	28.5067
b0471	ybaB	494076	1	27.016	21.2112	23.7349	16.3015	15.7425
b0472	recR	494405	1	-	-	-	-	-
b0473	htpG	495120	1	13.3263	21.9116	12.8211	30.4713	21.840999999999998
b0474	adk	497175	1	5.8151	8.504489999999999	5.192019999999999	-	7.23305
b0475	hemH	498055	1	27.6217	23.9126	16.4237	19.6872	20.99
b0476	aes	499973	-1	558.249	357.789	381.455	332.92699999999996	367.042
b0477	gsk	500125	1	-	-	-	-	-
b0478	ybaL	503238	-1	7.26887	7.30386	9.854239999999999	6.646	8.22582
b0479	fsr	504696	-1	8.23805	8.9047	6.67545	9.02853	8.08399
b0480	ushA	504914	1	21.4432	22.1117	33.3773	22.4459	15.6007
b0481	ybaK	507082	-1	-	-	-	-	-
b0482	ybaP	508080	-1	15.3858	13.9073	21.086	9.53012	11.4878
b0483	ybaQ	508218	1	12.9628	6.30333	-	5.893619999999999	-
b0484	copA	511379	-1	23.5027	32.7173	17.9072	27.0856	29.074
b0485	glsA	511641	1	153.373	129.468	130.754	93.9218	101.68799999999999
b0486	ybaT	512576	1	119.209	86.9459	128.529	124.26799999999999	120.40899999999999
b0487	cueR	513993	1	259.256	210.511	337.05699999999996	264.21	173.735
b0488	ybbJ	514859	-1	16.355	10.0053	16.4237	11.9126	12.0551
b0489	qmcA	515773	-1	94.9799	88.0465	88.2643	83.1377	60.9845
b0490	fetA	515919	1	170.092	116.762	151.31	92.6678	105.801
b0491	fetB	516583	1	-	5.00264	-	-	-
b0492	ybbN	518279	-1	7.14772	9.50502	7.099289999999999	12.2888	8.22582
b0493	ybbO	519149	-1	-	-	-	-	-
b0494	tesA	519765	-1	-	-	-	-	-
b0495	ybbA	519733	1	-	-	-	-	-
b0496	ybbP	520416	1	10.661	16.1085	25.2184	27.9634	20.4227
b0497	rhsD	523261	1	5.8151	-	7.73505	5.01585	-
b0498	ybbC	527581	1	5.8151	8.30439	8.05293	5.01585	-
b0499	rhsH	527952	1	-	-	-	-	-
b0501	ybbD	528640	1	14.5377	11.2059	7.52313	7.52378	8.36764
b4632	ylbI	529500	1	-	-	-	-	-
b0502	ylbG	530016	-1	54.5165	84.3445	81.0591	105.333	75.8761
b0502	ylbG	529660	-1	-	-	-	-	-
b0503	mnmH	531226	-1	-	-	-	-	-
b0504	allS	532221	-1	13.4474	17.3091	10.49	20.3142	22.1246
b0505	allA	532451	1	150.95	180.99599999999998	131.602	143.453	187.06599999999997
b0506	allR	533011	1	-	-	7.73505	9.02853	6.09845
b0507	gcl	533916	1	86.6207	60.7321	91.76100000000001	45.268	36.0234
b0508	hyi	535710	1	-	-	-	-	-
b0509	glxR	536586	1	-	7.0037	-	-	5.9566300000000005
b0511	ybbW	537633	1	114.0	90.948	86.9928	78.2473	100.979
b0512	allB	539147	1	47.1265	88.3467	52.343999999999994	61.8204	103.39
b0513	ybbY	540565	1	-	-	-	-	-
b0514	glxK	541888	1	15.9915	13.9073	9.4304	9.02853	10.9205
b0515	allE	544046	-1	22.0489	17.8094	14.3045	14.9222	23.9683
b0516	allC	545292	-1	43.0075	40.2212	23.9469	30.0951	29.4995
b0517	allD	546363	-1	276.459	398.01	260.767	360.01300000000003	419.94199999999995
b0518	fdrA	546680	1	-	-	-	-	-
b4572	ylbE	548357	1	37.677	39.9211	48.7414	30.4713	31.9105
b0520	ylbF	549627	1	-	-	-	-	-
b0521	ybcF	550439	1	7.8746100000000006	-	-	-	-
b0522	purK	552594	-1	-	-	-	-	-
b0523	purE	553100	-1	-	-	-	-	-
b0524	lpxH	553940	-1	-	-	-	-	-
b0525	ppiB	554437	-1	29.8024	28.8152	14.7284	19.0602	21.2737
b0526	cysS	554611	1	-	-	-	-	-
b0527	ybcI	556553	-1	-	-	-	-	-
b0528	ybcJ	556873	-1	-	-	-	-	5.38933
b0529	folD	557741	-1	11.8725	9.40497	6.99333	9.78091	6.5239199999999995
b0530	sfmA	558212	1	6.541980000000001	8.20433	-	5.39204	9.502239999999999
b0531	sfmC	558974	1	5.3305	5.70301	-	5.14125	5.38933
b0532	sfmD	559697	1	-	-	-	-	-
b0533	sfmH	562336	1	-	-	-	-	-
b0534	sfmF	563330	1	19.0202	36.9195	53.5096	58.4347	57.1552
b0535	sfmZ	564480	-1	-	5.20275	-	-	-
b0537	intD	565978	-1	-	-	-	-	-
b4633	xisD	566079	-1	-	-	-	-	-
b0539	exoD	566376	-1	-	-	-	-	-
b4508	peaD	566376	1	-	-	-	-	-
b0542	renD	566684	1	-	-	5.93374	6.52061	-
b0542	renD	568035	1	-	-	-	-	-
b0540	insE1	566842	1	-	-	-	-	-
b0541	insF1	567138	1	-	-	-	-	-
b0543	emrE	568315	1	16.2338	24.2128	15.1522	23.9507	21.1318
b0544	ybcK	568902	1	12.1148	11.6061	8.68869	13.7936	8.08399
b0545	ybcL	570893	1	-	-	-	-	-
b0546	ybcM	571454	1	-	-	-	-	-
b4588	ylcH	572368	1	-	-	-	-	-
b0547	ybcN	572466	1	-	-	-	-	-
b0548	ninE	572921	1	-	-	-	-	-
b0549	ybcO	573084	1	90.2551	104.755	122.383	109.72200000000001	103.95700000000001
b0550	rusA	573371	1	114.969	112.15899999999999	148.767	82.1345	90.2003
b4509	ylcG	573730	1	7.995760000000001	6.503430000000001	6.88737	6.019019999999999	5.38933
b0551	quuD	573956	1	26.8948	36.7194	39.5229	40.3776	48.2203
b0553	nmpC	576825	-1	38.0404	45.8242	41.1123	45.3934	40.2781
b0553	nmpC	574586	-1	-	-	-	-	-
b0552	insH1	575753	-1	-	-	-	-	-
b0554	essD	577398	1	-	-	-	-	-
b0555	rrrD	577613	1	-	-	-	-	-
b0556	rzpD	578107	1	14.0531	13.9073	13.139000000000001	18.1825	16.3098
b4510	rzoD	578327	1	-	-	-	-	-
b0557	borD	578893	-1	-	-	-	-	-
b0558	ybcV	579594	-1	18.8991	23.6125	23.3111	25.8316	26.2375
b0559	ybcW	579880	1	152.889	107.45700000000001	78.1982	62.3219	89.9167
b4589	ylcI	580445	-1	-	-	-	-	-
b0560	nohD	580834	1	-	-	-	-	-
b4634	aaaD	581354	1	-	-	-	-	-
b0561	tfaD	581660	1	-	-	-	-	-
b0562	ybcY	582806	-1	-	-	-	-	-
b0562	ybcY	582804	-1	-	-	-	-	-
b0563	tfaX	582953	1	-	-	-	-	-
b0564	appY	583681	1	45.067	79.2418	69.6155	102.198	77.7198
b0565	ompT	585633	-1	17.3241	10.4055	11.8675	-	8.93494
b0566	envY	586908	-1	152.041	216.41400000000002	159.363	235.87	302.937
b0567	ybcH	587981	-1	15.2646	20.7109	25.3243	19.311	19.2881
b0568	nfrA	590954	-1	144.65	124.066	198.03799999999998	138.312	129.911
b0569	nfrB	593178	-1	-	-	-	-	-
b0570	cusS	594770	-1	-	-	-	-	-
b0571	cusR	595443	-1	74.6271	84.6447	93.8802	84.2663	85.0947
b0572	cusC	595600	1	-	-	-	-	-
b0573	cusF	597131	1	244.234	233.72299999999998	196.979	174.175	197.56099999999998
b0574	cusB	597479	1	-	-	-	-	-
b0575	cusA	598714	1	-	-	-	-	-
b0576	pheP	601959	1	20.8374	21.6114	28.820999999999998	21.6936	29.7831
b0577	ybdG	604663	-1	72.931	53.6283	66.0128	51.5379	55.4534
b0578	nfsB	605424	-1	88.8014	143.776	111.152	137.81	152.887
b0579	ybdF	605886	-1	-	-	-	-	-
b0580	ybdJ	606199	-1	-	-	-	-	-
b0581	ybdK	607383	-1	5.69395	5.3028	-	-	-
b4415	hokE	607836	1	-	-	-	-	-
b0582	insL1	608065	1	-	-	-	-	-
b0583	entD	610079	-1	-	-	-	-	-
b0584	fepA	612494	-1	194.2	254.53400000000002	228.979	219.31799999999998	230.18099999999998
b0585	fes	612737	1	-	-	-	-	-
b4511	ybdZ	613942	1	27.7429	23.1122	17.8012	23.1983	19.5718
b0586	entF	614157	1	43.9767	40.8216	36.662	39.876	37.0162
b0587	fepE	618254	1	8.6015	6.30333	5.72182	5.893619999999999	5.67298
b0588	fepC	620199	-1	-	-	-	-	-
b0589	fepG	621188	-1	-	-	-	-	-
b0590	fepD	622189	-1	16.355	11.405999999999999	15.8939	9.655510000000001	11.7714
b0591	entS	622300	1	33.9214	23.3123	19.2846	11.1603	13.8988
b0592	fepB	624510	-1	16.4761	20.2107	24.6886	26.9602	20.99
b0593	entC	624885	1	158.09799999999998	157.38299999999998	319.256	204.145	187.35
b0594	entE	626070	1	16.8395	20.2107	43.6554	26.9602	27.5139
b0595	entB	627694	1	8.84379	11.5061	-	9.27932	8.50947
b0596	entA	628551	1	-	6.103219999999999	6.0397	6.896789999999999	-
b0597	entH	629300	1	-	-	-	-	-
b0598	cstA	629894	1	219.762	276.846	312.793	281.264	253.72400000000002
b4512	ybdD	632182	1	42.2806	42.3224	53.9334	57.8077	44.6747
b0599	ybdH	633477	-1	-	-	-	-	-
b0600	ybdL	633586	1	14.4166	19.9105	15.8939	14.6714	12.6224
b0601	ybdM	635376	-1	37.3135	42.6225	36.5561	35.4871	42.9728
b0602	ybdN	636569	-1	-	-	-	-	-
b0603	ybdO	637618	-1	53.9108	52.928000000000004	48.9533	51.6633	51.7659
b0604	dsbG	638573	-1	15.2646	25.2133	18.437	40.0014	27.5139
b0605	ahpC	638945	1	82.6228	97.7516	73.43	126.90100000000001	101.12100000000001
b0606	ahpF	639753	1	20.1105	8.9047	9.854239999999999	8.27615	10.3532
b0607	uspG	641867	-1	151.798	137.373	189.456	134.049	135.868
b0608	ybdR	642088	1	-	-	-	5.01585	-
b0610	rnk	643967	-1	13.4474	22.811999999999998	11.6556	25.33	15.1752
b0611	rna	645003	-1	-	-	-	-	-
b0612	citT	646580	-1	10.4187	12.8068	10.7019	14.9222	16.7353
b0613	citG	647509	-1	13.084000000000001	12.2064	11.7615	10.4079	10.495
b0614	citX	648035	-1	-	-	-	-	-
b0615	citF	649571	-1	7.63231	11.0058	-	7.022189999999999	8.93494
b0616	citE	650490	-1	-	-	5.192019999999999	-	-
b0617	citD	650783	-1	7.63231	15.208	12.6092	12.7904	10.0695
b0618	citC	651856	-1	11.8725	12.5066	5.827780000000001	6.39521	8.36764
b0619	citA	652235	1	8.72264	11.9063	10.1721	14.2952	15.317
b0620	citB	653862	1	-	-	-	-	-
b0621	dcuC	655968	-1	20.2317	23.7125	23.7349	23.1983	17.7281
b0622	pagP	656557	1	-	-	-	-	-
b0623	cspE	657292	1	25678.0	23568.8	22180.5	17643.5	18374.5
b0624	flc	657938	-1	21.5643	34.4182	23.9469	37.2427	38.4344
b4581	ybeM	658031	1	119.088	75.5399	159.363	92.0408	89.4912
b4581	ybeM	658225	1	-	-	-	-	-
b0627	tatE	658947	1	8.6015	15.3081	11.9734	12.5396	13.8988
b0628	lipA	660216	-1	10.2976	10.9058	12.5032	10.7841	8.36764
b0629	ybeF	661378	-1	98.2509	61.7326	78.5161	73.10600000000001	72.8978
b0630	lipB	662278	-1	-	-	-	-	-
b0631	ybeD	662642	-1	19.5048	21.7115	13.4569	17.3047	20.99
b0632	dacA	663963	-1	7.26887	5.3028	-	5.64283	5.67298
b0633	rlpA	665190	-1	69.1754	59.9316	114.22399999999999	101.069	67.5084
b0634	mrdB	666313	-1	-	-	-	5.01585	-
b0635	mrdA	668217	-1	18.051	17.6093	17.6953	18.8094	20.2809
b0636	rlmH	668715	-1	37.1924	36.2191	34.5428	46.2712	44.6747
b0637	rsfS	669036	-1	-	-	-	-	-
b0638	cobC	669907	-1	-	-	-	-	-
b0639	nadD	670572	-1	-	-	-	-	-
b0640	holA	671605	-1	-	-	-	-	-
b0641	lptE	672186	-1	17.8087	15.9084	23.0992	15.7999	17.8699
b0642	leuS	674783	-1	-	-	-	-	-
b0643	ybeL	675018	1	31.135	41.1217	34.5428	42.5093	36.1652
b0644	ybeQ	676547	-1	28.8332	34.6183	17.8012	18.8094	23.5429
b0645	ybeR	676711	1	391.065	223.518	329.852	165.27200000000002	180.11700000000002
b0646	djlB	677415	1	31.6196	31.4166	52.0262	25.4554	23.9683
b0647	ybeT	679406	-1	-	-	-	-	-
b0648	ybeU	679508	1	47.0054	90.7479	57.1122	89.7837	90.7676
b0649	djlC	680212	1	6.05739	5.6029599999999995	-	6.019019999999999	-
b0650	hscC	683393	-1	-	-	-	-	6.09845
b0651	rihA	684412	-1	-	7.0037	-	6.144419999999999	7.23305
b0652	gltL	685255	-1	-	-	-	-	-
b0653	gltK	685929	-1	-	-	-	-	-
b0654	gltJ	686669	-1	106.48899999999999	91.0481	159.575	89.2821	95.8733
b0655	gltI	687747	-1	434.55699999999996	398.41	421.295	295.308	352.717
b0656	insH1	689013	-1	-	-	-	-	-
b0657	lnt	690881	-1	11.2667	-	-	-	-
b0658	ybeX	691784	-1	-	-	-	-	-
b0659	ybeY	692341	-1	110.00200000000001	168.08900000000003	148.237	210.54	190.612
b0660	ybeZ	693378	-1	-	-	-	-	-
b0661	miaB	694955	-1	19.5048	16.0085	15.0463	13.0412	11.6296
b0662	ubiF	695101	1	18.4145	18.6098	9.00657	10.0317	10.495
b0674	asnB	699177	-1	45.4304	33.9179	35.3905	22.6967	23.1174
b0675	umpH	700326	-1	8.23805	12.0063	6.46354	10.5333	11.7714
b0676	nagC	701594	-1	-	-	-	-	-
b0677	nagA	702751	-1	32.8311	30.7162	24.1588	33.3554	28.7904
b0678	nagB	703611	-1	24.7142	28.8152	29.8806	33.4808	22.6919
b0679	nagE	703944	1	107.21600000000001	107.65700000000001	200.899	120.506	110.198
b0680	glnS	706093	1	-	5.70301	5.93374	8.90313	5.8148
b0681	chiP	708334	1	133.141	111.759	148.97899999999998	71.6013	83.9601
b0682	chiQ	709790	1	8.84379	15.208	9.32444	15.1729	16.0262
b0683	fur	710646	-1	-	-	-	-	-
b4637	uof	710725	-1	-	-	-	-	-
b0684	fldA	711465	-1	16.7184	19.7104	15.0463	16.4269	12.6224
b0685	ybfE	711898	-1	-	-	-	-	-
b0686	ybfF	712802	-1	-	-	-	-	-
b0687	seqA	712987	1	84.8035	70.3371	76.7147	66.9616	63.3955
b0688	pgm	713558	1	6.4208300000000005	14.6077	13.8807	14.4206	15.8843
b0689	ybfP	715412	1	9.207230000000001	8.00423	10.0662	8.15076	8.22582
b0691	ybfG	716597	-1	37.1924	43.7231	33.8011	40.7538	47.3694
b4636	ybfI	716870	-1	-	-	-	-	-
b0692	potE	718265	-1	130.597	87.146	97.8007	61.1934	89.4912
b0693	speF	720460	-1	10.661	21.8115	11.3377	16.8031	19.0045
b4590	ybfK	720583	1	-	-	-	-	-
b0694	kdpE	721733	-1	24.8353	44.4235	12.7152	32.1014	42.831
b0695	kdpD	724414	-1	-	-	-	-	-
b0696	kdpC	724979	-1	-	-	-	-	-
b0697	kdpB	727036	-1	9.57068	19.4103	10.2781	17.4301	20.4227
b0698	kdpA	728732	-1	-	-	-	-	-
b4513	kdpF	728821	-1	123.20700000000001	90.948	160.953	128.155	93.74600000000001
b0699	ybfA	729134	1	52.6993	70.8374	142.72799999999998	90.4107	78.2871
b0700	rhsC	729583	1	-	-	7.311210000000001	5.39204	-
b0702	ybfB	733776	1	190.687	142.875	213.297	147.842	192.31400000000002
b0703	rhsO	734133	1	-	-	-	-	-
b0704	ybfC	735650	1	416.264	386.10400000000004	645.4	381.079	347.186
b4514	ybfQ	736445	1	-	-	-	-	-
b0705	ybfL	736825	1	-	-	-	-	-
b0706	ybfD	738092	1	-	-	-	-	-
b0707	ybgA	739001	1	17.0818	22.4118	25.6422	26.3332	27.2303
b0708	phr	739507	1	9.69183	7.50396	8.05293	6.896789999999999	8.93494
b0709	dtpD	742556	-1	-	-	-	-	-
b0710	ybgI	742827	1	41.5537	39.9211	47.3639	37.8697	36.3071
b0711	ybgJ	743593	1	132.05100000000002	88.0465	95.4696	67.714	80.9818
b0712	ybgK	744243	1	78.7461	73.5388	153.429	79.5012	62.8282
b0713	ybgL	745165	1	-	5.803059999999999	-	7.52378	5.38933
b0714	nei	745935	1	171.90900000000002	141.175	171.019	109.596	122.82
b0715	abrB	747769	-1	-	-	-	-	-
b0716	ybgO	748982	-1	59.4836	32.7173	50.2248	37.8697	31.6268
b0717	ybgP	749707	-1	114.727	61.5325	71.9466	42.6347	59.2826
b0718	ybgQ	752169	-1	-	6.703539999999999	-	8.40155	7.23305
b0719	ybgD	752795	-1	8.1169	10.0053	5.93374	9.40472	14.8916
b0720	gltA	754468	-1	73.1733	89.5473	90.0657	99.8154	92.4695
b0721	sdhC	755177	1	103.339	108.757	162.966	133.923	114.027
b0722	sdhD	755560	1	-	-	-	-	-
b0723	sdhA	755907	1	11.1456	10.2054	7.841010000000001	14.4206	12.7642
b0724	sdhB	757689	1	29.8024	16.8089	10.2781	10.7841	15.4589
b0726	sucA	758706	1	23.5027	40.5214	34.119	87.4012	59.2826
b0727	sucB	761522	1	144.287	69.3366	34.7547	32.7284	63.2537
b0728	sucC	763014	1	267.97900000000004	395.909	256.10400000000004	452.17900000000003	379.38
b0729	sucD	764180	1	12.2359	19.7104	16.1059	18.5586	19.2881
b0730	mngR	765875	-1	-	-	-	6.646	6.09845
b0731	mngA	765984	1	-	-	-	-	-
b0732	mngB	767978	1	49.5495	86.4457	64.7413	90.9123	80.8399
b0733	cydA	771458	1	228.84799999999998	194.002	268.078	189.59900000000002	191.888
b0734	cydB	773042	1	44.7035	56.2297	67.1784	69.5949	78.0034
b4515	cydX	774196	1	82.3805	82.4435	113.801	50.7855	68.2176
b0735	ybgE	774309	1	-	-	-	-	-
b0736	ybgC	774752	1	19.8682	23.2123	18.9668	28.3396	24.8193
b0737	tolQ	775153	1	-	-	-	-	-
b0738	tolR	775849	1	15.9915	14.7078	24.3707	12.4142	13.3315
b0739	tolA	776342	1	87.4687	127.26700000000001	104.15799999999999	128.531	140.832
b0740	tolB	777740	1	276.096	285.45099999999996	272.634	336.94	345.76800000000003
b0741	pal	779067	1	69.0543	164.287	75.3373	127.277	135.868
b0742	ybgF	779598	1	-	5.00264	-	6.39521	5.38933
b0750	nadA	782085	1	67.1159	80.0423	63.2579	74.987	93.74600000000001
b0751	pnuC	783166	1	80.6844	67.5357	76.8207	73.8584	69.0685
b0752	zitB	784823	-1	20.474	41.3218	23.629	33.23	41.4127
b0753	ybgS	785317	-1	60.3316	121.664	88.1584	130.036	147.639
b0754	aroG	785633	1	446.551	352.38599999999997	442.16900000000004	336.94	327.898
b0755	gpmA	787595	-1	75.2328	58.5309	79.9995	47.776	51.6241
b0756	galM	788837	-1	11.9936	11.8062	13.4569	10.0317	9.644060000000001
b0757	galK	789979	-1	7.8746100000000006	5.20275	-	-	-
b0758	galT	791029	-1	6.29969	6.80359	5.827780000000001	5.39204	5.67298
b0759	galE	792055	-1	5.5728	6.60349	-	-	-
b0760	modF	793788	-1	-	5.50291	-	-	5.67298
b0761	modE	794644	-1	-	-	-	-	-
b0762	acrZ	794773	1	89.4071	64.334	85.1915	55.4251	59.8499
b0763	modA	795089	1	335.82199999999995	278.647	397.24300000000005	240.25900000000001	263.935
b0764	modB	795862	1	-	-	-	-	-
b0765	modC	796554	1	-	-	-	-	-
b0766	ybhA	798431	-1	9.93412	8.104280000000001	10.9138	10.0317	10.9205
b0767	pgl	798586	1	69.4177	100.553	65.483	87.025	111.616
b0768	ybhD	800575	-1	31.135	18.8099	15.8939	17.8063	16.3098
b0769	ybhH	800759	1	-	-	-	-	-
b0770	ybhI	801887	1	29.8024	72.1381	21.086	78.2473	74.5997
b0771	ybhJ	803503	1	12.9628	13.9073	13.8807	10.6587	11.9133
b0772	ybhC	807281	-1	21.6855	21.1111	16.6357	21.6936	18.579
b0773	ybhB	807909	-1	11.7513	15.5082	6.25162	17.1793	9.07676
b0774	bioA	809257	-1	-	-	-	-	-
b0775	bioB	809344	1	17.3241	21.0111	14.5165	15.6745	9.78589
b0776	bioF	810381	1	-	-	-	-	-
b0777	bioC	811522	1	-	-	-	-	-
b0778	bioD	812270	1	47.8534	25.6135	29.2448	11.5365	19.1463
b0779	uvrB	813526	1	-	5.20275	5.72182	8.652339999999999	6.5239199999999995
b0780	ybhK	816647	-1	-	-	-	-	-
b0781	moaA	817044	1	9.449530000000001	11.9063	13.3509	13.919	11.345999999999998
b0782	moaB	818055	1	225.94099999999997	217.615	357.084	281.264	250.74599999999998
b0783	moaC	818570	1	25.3199	24.5129	13.139000000000001	13.292	16.8771
b0784	moaD	819048	1	32.2253	43.2228	39.6289	36.4903	47.653
b0785	moaE	819295	1	-	-	-	-	-
b0786	ybhL	819884	1	35.9809	45.9243	31.0462	57.1807	57.0134
b0787	ybhM	820793	1	40.8268	76.1402	46.3043	61.695	52.0496
b0788	ybhN	822498	-1	-	-	-	-	-
b0789	clsB	823739	-1	-	-	-	6.144419999999999	5.9566300000000005
b0790	ybhP	824497	-1	-	-	-	-	-
b0791	ybhQ	824630	1	72.5675	126.26700000000001	77.4565	141.322	150.334
b0792	ybhR	826108	-1	58.7567	27.7146	36.2382	22.4459	27.0885
b0793	ybhS	827252	-1	78.3826	80.1423	126.41	83.8901	67.9339
b0794	ybhF	828981	-1	-	-	-	-	-
b0795	ybhG	829972	-1	168.153	157.683	212.767	151.35299999999998	157.425
b0796	ybiH	830643	-1	-	-	-	-	-
b0797	rhlE	830872	1	-	-	-	-	-
b0798	ybiA	832950	-1	-	-	-	-	-
b0799	dinG	833070	1	-	-	-	-	-
b0800	ybiB	835248	1	27.5006	40.0211	31.364	60.441	63.1119
b0801	ybiC	836351	1	124.177	237.425	137.43	230.47799999999998	271.736
b0802	ybiJ	837925	-1	7.63231	11.2059	10.8079	10.7841	9.78589
b0803	ybiI	838456	-1	62.3911	44.3234	63.8936	47.148999999999994	56.4461
b0804	ybiX	839207	-1	-	5.70301	-	-	-
b0805	fiu	841531	-1	6.4208300000000005	6.503430000000001	-	7.2729800000000004	5.9566300000000005
b0806	mcbA	842056	-1	-	-	-	-	-
b0807	rlmF	842332	1	-	-	5.72182	-	-
b0808	ybiO	845480	-1	7.51116	5.00264	7.20525	6.7714	5.10568
b0809	glnQ	846463	-1	-	-	-	-	-
b0810	glnP	847119	-1	61.3008	43.7231	47.3639	41.0046	48.0785
b0811	glnH	848004	-1	21.0797	26.8142	12.7152	18.4332	19.4299
b0812	dps	848911	-1	21.2009	26.514	5.93374	12.9158	17.4444
b0813	rhtA	850097	-1	5.93624	7.0037	8.37081	7.77457	7.37487
b0814	ompX	850450	1	40.0999	42.1222	42.5958	30.7221	33.6124
b0815	opgE	852597	-1	-	-	-	-	-
b4705	mntS	852997	-1	336.791	282.54900000000004	226.965	213.174	208.05599999999998
b0817	mntR	853183	1	26.6525	17.5092	32.5296	19.311	20.1391
b0818	ybiR	853647	1	-	-	-	-	-
b0819	ldtB	855744	-1	-	-	-	-	-
b0820	ybiT	855963	1	6.90543	11.405999999999999	6.78141	10.6587	14.0406
b0821	ybiU	859061	-1	-	8.20433	-	5.14125	-
b0822	ybiV	860028	-1	11.0245	11.8062	6.569489999999999	8.27615	13.1897
b0823	ybiW	862606	-1	29.1966	55.1291	47.5759	62.0711	44.2492
b0824	ybiY	863511	-1	56.2126	55.1291	35.8143	53.2934	47.2275
b0825	fsaA	863642	1	366.472	269.142	358.56699999999995	252.548	272.303
b0826	moeB	865129	-1	-	-	-	-	-
b0827	moeA	866364	-1	17.4453	14.2075	21.4038	16.3015	11.4878
b0828	iaaA	866568	1	-	-	-	-	6.3821
b0829	gsiA	867520	1	-	-	-	-	-
b0830	gsiB	869411	1	10.661	20.0106	15.9999	30.4713	27.7976
b0831	gsiC	870967	1	39.6153	42.2223	26.4899	26.7094	37.2998
b0832	gsiD	871890	1	38.1616	32.6172	20.7681	19.938	28.2231
b0833	yliE	872979	1	8.6015	8.30439	-	6.896789999999999	5.38933
b0834	yliF	875335	1	30.4081	33.4176	23.0992	25.0793	26.8048
b0835	rimO	878035	-1	6.4208300000000005	6.00317	5.93374	-	-
b0836	bssR	878248	1	52.2147	53.9285	72.0525	55.5505	54.3188
b0837	yliI	878742	1	-	-	6.67545	7.147589999999999	8.22582
b0838	gstB	880480	-1	6.90543	9.004760000000001	15.8939	15.2983	10.7787
b0839	dacC	880727	1	-	-	-	-	-
b0840	deoR	882734	-1	85.8938	111.959	113.37700000000001	132.418	125.515
b0841	ybjG	883388	-1	12.8417	11.7062	11.7615	12.9158	14.8916
b0842	mdfA	883673	1	15.9915	12.3065	8.15889	8.52695	10.7787
b0843	ybjH	885230	-1	8.72264	7.90417	-	-	7.09122
